OrderID,OrderDate,PromisedDate,WarehouseID,ProductID,Priority,OrderedUnits,ShippedUnits,CompleteDate,UnitPriceUSD,FulfilledByDueMonthUnits,OnTimeFull
15903,2025-06-26,2025-07-01,3,5,Standard,18,18,2025-06-30,8.71,18,1
15904,2025-06-26,2025-07-01,3,27,Standard,4,4,2025-06-30,122.0,4,1
15905,2025-06-26,2025-06-30,3,18,Expedite,13,13,2025-06-30,72.43,13,1
15906,2025-06-26,2025-06-30,3,2,Standard,15,15,2025-06-30,91.14,15,1
15907,2025-06-26,2025-06-30,3,28,Standard,9,9,2025-06-30,15.67,9,1
15908,2025-06-26,2025-06-30,3,4,Standard,14,14,2025-07-02,121.18,0,0
15909,2025-06-26,2025-06-30,3,22,Standard,5,5,2025-06-30,29.06,5,1
15910,2025-06-26,2025-06-30,3,3,Standard,15,15,2025-06-30,52.53,15,1
15911,2025-06-26,2025-06-30,3,28,Standard,6,6,2025-06-30,15.67,6,1
15912,2025-06-27,2025-06-30,1,29,Standard,21,21,2025-07-01,22.51,0,0
15913,2025-06-27,2025-07-02,1,5,Standard,13,13,2025-07-01,8.71,13,1
15914,2025-06-27,2025-07-02,1,21,Standard,7,7,2025-07-01,33.14,7,1
15915,2025-06-27,2025-07-02,1,7,Standard,18,18,2025-07-01,87.71,18,1
15916,2025-06-27,2025-07-02,1,26,Standard,6,6,2025-07-01,86.23,6,1
15917,2025-06-27,2025-06-30,1,20,Expedite,5,5,2025-07-01,90.67,0,0
15918,2025-06-27,2025-06-30,1,25,Standard,19,19,2025-07-01,20.3,0,0
15919,2025-06-27,2025-06-30,1,3,Standard,21,21,2025-07-01,52.53,0,0
15920,2025-06-27,2025-06-30,1,18,Standard,13,13,2025-07-01,72.43,0,0
15921,2025-06-27,2025-06-30,1,15,Expedite,3,3,2025-07-01,71.63,0,0
15922,2025-06-27,2025-06-30,1,27,Standard,16,16,2025-07-01,122.0,0,0
15923,2025-06-27,2025-07-02,1,26,Standard,20,20,2025-07-01,86.23,20,1
15924,2025-06-27,2025-06-30,1,30,Standard,17,17,2025-07-01,46.41,0,0
15925,2025-06-27,2025-07-02,2,12,Standard,4,4,2025-07-01,90.85,4,1
15926,2025-06-27,2025-06-30,2,26,Standard,14,14,2025-07-01,86.23,0,0
15927,2025-06-27,2025-06-30,2,3,Expedite,8,8,2025-07-01,52.53,0,0
15928,2025-06-27,2025-07-02,2,15,Standard,17,17,2025-07-01,71.63,17,1
15929,2025-06-27,2025-07-02,2,10,Standard,19,19,2025-07-01,98.47,19,1
15930,2025-06-27,2025-06-30,2,3,Standard,18,18,2025-07-01,52.53,0,0
15931,2025-06-27,2025-06-30,2,13,Standard,5,5,2025-07-01,113.46,0,0
15932,2025-06-27,2025-06-30,2,29,Standard,15,15,2025-07-01,22.51,0,0
15933,2025-06-27,2025-06-30,2,30,Standard,17,17,2025-07-01,46.41,0,0
15934,2025-06-27,2025-06-30,2,12,Standard,3,3,2025-07-01,90.85,0,0
15935,2025-06-27,2025-06-30,2,5,Standard,3,3,2025-07-01,8.71,0,0
15936,2025-06-27,2025-06-30,2,19,Standard,22,22,2025-07-01,21.14,0,0
15937,2025-06-27,2025-06-30,2,5,Standard,8,8,2025-07-01,8.71,0,0
15938,2025-06-27,2025-06-30,3,28,Standard,8,8,2025-07-01,15.67,0,0
15939,2025-06-27,2025-07-02,3,31,Standard,19,19,2025-07-01,33.25,19,1
15940,2025-06-27,2025-06-30,3,23,Standard,5,5,2025-07-01,124.05,0,0
15941,2025-06-27,2025-07-02,3,20,Standard,3,3,2025-07-01,90.67,3,1
15942,2025-06-27,2025-06-30,3,13,Standard,17,17,2025-07-01,113.46,0,0
15943,2025-06-27,2025-07-02,3,9,Standard,18,18,2025-07-01,15.84,18,1
15944,2025-06-27,2025-06-30,3,26,Standard,16,16,2025-07-01,86.23,0,0
15945,2025-06-27,2025-06-30,3,11,Standard,20,20,2025-07-01,82.82,0,0
15946,2025-06-27,2025-07-02,3,25,Standard,10,10,2025-07-01,20.3,10,1
15947,2025-06-27,2025-06-30,3,15,Standard,18,18,2025-07-01,71.63,0,0
15948,2025-06-27,2025-06-30,3,11,Standard,7,7,2025-07-01,82.82,0,0
15949,2025-06-27,2025-07-02,3,6,Standard,5,5,2025-07-01,17.11,5,1
15950,2025-06-30,2025-07-03,1,11,Standard,6,6,2025-07-02,82.82,6,1
15951,2025-06-30,2025-07-03,1,27,Standard,14,14,2025-07-02,122.0,14,1
15952,2025-06-30,2025-07-03,1,19,Standard,6,6,2025-07-02,21.14,6,1
15953,2025-06-30,2025-07-03,1,5,Expedite,20,20,2025-07-02,8.71,20,1
15954,2025-06-30,2025-07-03,1,23,Standard,6,6,2025-07-02,124.05,6,1
15955,2025-06-30,2025-07-03,1,11,Standard,10,10,2025-07-02,82.82,10,1
15956,2025-06-30,2025-07-03,1,29,Standard,20,20,2025-07-02,22.51,20,1
15957,2025-06-30,2025-07-03,1,27,Standard,6,6,2025-07-02,122.0,6,1
15958,2025-06-30,2025-07-03,1,6,Standard,8,8,2025-07-02,17.11,8,1
15959,2025-06-30,2025-07-03,1,6,Standard,18,18,2025-07-02,17.11,18,1
15960,2025-06-30,2025-07-07,1,13,Standard,13,13,2025-07-02,113.46,13,1
15961,2025-06-30,2025-07-03,1,3,Standard,21,21,2025-07-02,52.53,21,1
15962,2025-06-30,2025-07-03,1,22,Standard,6,6,2025-07-02,29.06,6,1
15963,2025-06-30,2025-07-03,1,25,Standard,9,9,2025-07-02,20.3,9,1
15964,2025-06-30,2025-07-07,1,26,Expedite,11,11,2025-07-02,86.23,11,1
15965,2025-06-30,2025-07-03,1,13,Standard,19,19,2025-07-02,113.46,19,1
15966,2025-06-30,2025-07-03,1,3,Standard,13,13,2025-07-02,52.53,13,1
15967,2025-06-30,2025-07-07,2,15,Standard,19,19,2025-07-02,71.63,19,1
15968,2025-06-30,2025-07-03,2,18,Standard,6,6,2025-07-02,72.43,6,1
15969,2025-06-30,2025-07-03,2,13,Standard,17,17,2025-07-02,113.46,17,1
15970,2025-06-30,2025-07-03,2,30,Expedite,16,16,2025-07-02,46.41,16,1
15971,2025-06-30,2025-07-03,2,14,Standard,22,22,2025-07-02,93.02,22,1
15972,2025-06-30,2025-07-07,2,17,Standard,3,3,2025-07-02,114.67,3,1
15973,2025-06-30,2025-07-07,2,22,Expedite,11,11,2025-07-02,29.06,11,1
15974,2025-06-30,2025-07-03,2,22,Standard,10,10,2025-07-02,29.06,10,1
15975,2025-06-30,2025-07-07,2,23,Standard,12,12,2025-07-02,124.05,12,1
15976,2025-06-30,2025-07-03,2,3,Standard,3,3,2025-07-02,52.53,3,1
15977,2025-06-30,2025-07-03,2,21,Standard,14,14,2025-07-02,33.14,14,1
15978,2025-06-30,2025-07-07,3,5,Standard,17,17,2025-07-02,8.71,17,1
15979,2025-06-30,2025-07-03,3,20,Standard,14,14,2025-07-02,90.67,14,1
15980,2025-06-30,2025-07-03,3,23,Expedite,19,19,2025-07-02,124.05,19,1
15981,2025-06-30,2025-07-03,3,20,Standard,7,7,2025-07-02,90.67,7,1
15982,2025-06-30,2025-07-03,3,25,Standard,13,13,2025-07-02,20.3,13,1
15983,2025-06-30,2025-07-07,3,21,Standard,7,7,2025-07-02,33.14,7,1
15984,2025-06-30,2025-07-07,3,31,Expedite,10,10,2025-07-02,33.25,10,1
15985,2025-06-30,2025-07-03,3,1,Standard,17,17,2025-07-02,119.86,17,1
15986,2025-06-30,2025-07-03,3,28,Standard,17,17,2025-07-02,15.67,17,1
15987,2025-06-30,2025-07-07,3,10,Standard,9,9,2025-07-02,98.47,9,1
15988,2025-06-30,2025-07-03,3,4,Standard,13,13,2025-07-02,121.18,13,1
15989,2025-06-30,2025-07-03,3,31,Standard,9,9,2025-07-02,33.25,9,1
15990,2025-07-01,2025-07-07,1,3,Standard,17,17,2025-07-10,52.53,17,0
15991,2025-07-01,2025-07-04,1,14,Standard,5,5,2025-07-03,93.02,5,1
15992,2025-07-01,2025-07-04,1,30,Expedite,4,4,2025-07-03,46.41,4,1
15993,2025-07-01,2025-07-07,1,21,Standard,6,6,2025-07-03,33.14,6,1
15994,2025-07-01,2025-07-04,1,10,Standard,4,4,2025-07-03,98.47,4,1
15995,2025-07-01,2025-07-04,1,15,Expedite,17,17,2025-07-03,71.63,17,1
15996,2025-07-01,2025-07-07,1,1,Standard,6,6,2025-07-03,119.86,6,1
15997,2025-07-01,2025-07-04,1,6,Expedite,12,12,2025-07-03,17.11,12,1
15998,2025-07-01,2025-07-04,1,11,Standard,20,20,2025-07-03,82.82,20,1
15999,2025-07-01,2025-07-07,1,6,Standard,10,10,2025-07-03,17.11,10,1
16000,2025-07-01,2025-07-04,1,19,Standard,20,20,2025-07-03,21.14,20,1
16001,2025-07-01,2025-07-07,1,9,Standard,7,7,2025-07-03,15.84,7,1
16002,2025-07-01,2025-07-04,1,25,Standard,12,12,2025-07-03,20.3,12,1
16003,2025-07-01,2025-07-04,1,31,Standard,12,12,2025-07-03,33.25,12,1
16004,2025-07-01,2025-07-04,2,11,Standard,7,7,2025-07-03,82.82,7,1
16005,2025-07-01,2025-07-04,2,17,Standard,4,4,2025-07-03,114.67,4,1
16006,2025-07-01,2025-07-04,2,18,Standard,16,16,2025-07-03,72.43,16,1
16007,2025-07-01,2025-07-04,2,28,Standard,12,12,2025-07-03,15.67,12,1
16008,2025-07-01,2025-07-07,2,12,Expedite,17,17,2025-07-03,90.85,17,1
16009,2025-07-01,2025-07-04,2,22,Standard,7,7,2025-07-03,29.06,7,1
16010,2025-07-01,2025-07-07,2,20,Standard,12,12,2025-07-03,90.67,12,1
16011,2025-07-01,2025-07-04,2,26,Standard,15,15,2025-07-03,86.23,15,1
16012,2025-07-01,2025-07-04,2,20,Standard,16,16,2025-07-03,90.67,16,1
16013,2025-07-01,2025-07-04,2,27,Expedite,19,19,2025-07-03,122.0,19,1
16014,2025-07-01,2025-07-04,2,23,Standard,21,21,2025-07-03,124.05,21,1
16015,2025-07-01,2025-07-07,2,26,Standard,21,21,2025-07-03,86.23,21,1
16016,2025-07-01,2025-07-04,3,21,Standard,19,19,2025-07-03,33.14,19,1
16017,2025-07-01,2025-07-04,3,23,Standard,4,4,2025-07-03,124.05,4,1
16018,2025-07-01,2025-07-04,3,10,Standard,13,13,2025-07-03,98.47,13,1
16019,2025-07-01,2025-07-07,3,3,Standard,13,13,2025-07-03,52.53,13,1
16020,2025-07-01,2025-07-04,3,12,Standard,3,3,2025-07-03,90.85,3,1
16021,2025-07-01,2025-07-07,3,20,Standard,18,18,2025-07-03,90.67,18,1
16022,2025-07-01,2025-07-04,3,9,Expedite,11,11,2025-07-03,15.84,11,1
16023,2025-07-01,2025-07-07,3,11,Standard,15,15,2025-07-03,82.82,15,1
16024,2025-07-01,2025-07-04,3,13,Standard,11,11,2025-07-03,113.46,11,1
16025,2025-07-01,2025-07-04,3,26,Standard,13,13,2025-07-03,86.23,13,1
16026,2025-07-01,2025-07-04,3,23,Standard,12,12,2025-07-03,124.05,12,1
16027,2025-07-01,2025-07-04,3,26,Standard,21,21,2025-07-03,86.23,21,1
16028,2025-07-01,2025-07-07,3,7,Standard,16,16,2025-07-03,87.71,16,1
16029,2025-07-01,2025-07-04,3,7,Standard,22,22,2025-07-03,87.71,22,1
16030,2025-07-01,2025-07-04,3,6,Standard,5,5,2025-07-03,17.11,5,1
16031,2025-07-01,2025-07-04,3,29,Standard,15,15,2025-07-03,22.51,15,1
16032,2025-07-02,2025-07-07,1,7,Standard,14,14,2025-07-04,87.71,14,1
16033,2025-07-02,2025-07-07,1,12,Standard,3,3,2025-07-04,90.85,3,1
16034,2025-07-02,2025-07-07,1,10,Standard,14,14,2025-07-04,98.47,14,1
16035,2025-07-02,2025-07-07,1,22,Expedite,22,22,2025-07-04,29.06,22,1
16036,2025-07-02,2025-07-07,1,29,Standard,11,11,2025-07-04,22.51,11,1
16037,2025-07-02,2025-07-07,1,11,Standard,3,3,2025-07-04,82.82,3,1
16038,2025-07-02,2025-07-07,1,29,Standard,19,19,2025-07-04,22.51,19,1
16039,2025-07-02,2025-07-07,1,6,Expedite,13,13,2025-07-04,17.11,13,1
16040,2025-07-02,2025-07-07,1,14,Standard,10,10,2025-07-04,93.02,10,1
16041,2025-07-02,2025-07-07,1,26,Expedite,20,20,2025-07-04,86.23,20,1
16042,2025-07-02,2025-07-07,1,28,Standard,17,17,2025-07-04,15.67,17,1
16043,2025-07-02,2025-07-07,1,13,Standard,12,12,2025-07-04,113.46,12,1
16044,2025-07-02,2025-07-07,1,3,Standard,9,9,2025-07-10,52.53,9,0
16045,2025-07-02,2025-07-07,1,30,Standard,5,5,2025-07-04,46.41,5,1
16046,2025-07-02,2025-07-07,1,12,Standard,22,22,2025-07-04,90.85,22,1
16047,2025-07-02,2025-07-07,1,7,Standard,9,9,2025-07-07,87.71,9,1
16048,2025-07-02,2025-07-07,2,14,Expedite,22,22,2025-07-04,93.02,22,1
16049,2025-07-02,2025-07-07,2,6,Expedite,16,16,2025-07-04,17.11,16,1
16050,2025-07-02,2025-07-07,2,18,Standard,20,20,2025-07-04,72.43,20,1
16051,2025-07-02,2025-07-07,2,31,Standard,19,19,2025-07-04,33.25,19,1
16052,2025-07-02,2025-07-07,2,11,Standard,4,4,2025-07-04,82.82,4,1
16053,2025-07-02,2025-07-07,2,13,Standard,17,17,2025-07-04,113.46,17,1
16054,2025-07-02,2025-07-07,2,11,Standard,5,5,2025-07-04,82.82,5,1
16055,2025-07-02,2025-07-07,2,9,Standard,21,21,2025-07-04,15.84,21,1
16056,2025-07-02,2025-07-07,2,23,Standard,14,14,2025-07-04,124.05,14,1
16057,2025-07-02,2025-07-07,2,5,Standard,8,8,2025-07-04,8.71,8,1
16058,2025-07-02,2025-07-07,2,27,Standard,7,7,2025-07-04,122.0,7,1
16059,2025-07-02,2025-07-07,2,6,Standard,9,9,2025-07-04,17.11,9,1
16060,2025-07-02,2025-07-07,2,22,Standard,13,13,2025-07-04,29.06,13,1
16061,2025-07-02,2025-07-07,2,17,Standard,8,8,2025-07-04,114.67,8,1
16062,2025-07-02,2025-07-07,2,10,Standard,22,22,2025-07-04,98.47,22,1
16063,2025-07-02,2025-07-07,2,5,Expedite,20,20,2025-07-04,8.71,20,1
16064,2025-07-02,2025-07-07,3,20,Standard,18,18,2025-07-04,90.67,18,1
16065,2025-07-02,2025-07-07,3,18,Standard,13,13,2025-07-04,72.43,13,1
16066,2025-07-02,2025-07-07,3,29,Standard,14,14,2025-07-04,22.51,14,1
16067,2025-07-02,2025-07-07,3,7,Standard,10,10,2025-07-04,87.71,10,1
16068,2025-07-02,2025-07-07,3,22,Standard,7,7,2025-07-04,29.06,7,1
16069,2025-07-02,2025-07-07,3,28,Expedite,19,19,2025-07-04,15.67,19,1
16070,2025-07-02,2025-07-07,3,12,Standard,15,15,2025-07-04,90.85,15,1
16071,2025-07-02,2025-07-07,3,13,Standard,18,18,2025-07-04,113.46,18,1
16072,2025-07-02,2025-07-07,3,6,Standard,4,4,2025-07-04,17.11,4,1
16073,2025-07-02,2025-07-07,3,1,Standard,8,8,2025-07-04,119.86,8,1
16074,2025-07-02,2025-07-07,3,2,Standard,14,14,2025-07-04,91.14,14,1
16075,2025-07-02,2025-07-07,3,5,Standard,6,6,2025-07-04,8.71,6,1
16076,2025-07-02,2025-07-07,3,29,Standard,21,21,2025-07-04,22.51,21,1
16077,2025-07-02,2025-07-07,3,12,Expedite,21,21,2025-07-04,90.85,21,1
16078,2025-07-02,2025-07-07,3,27,Standard,9,9,2025-07-07,122.0,9,1
16079,2025-07-02,2025-07-07,3,12,Standard,9,9,2025-07-07,90.85,9,1
16080,2025-07-03,2025-07-08,1,17,Standard,4,4,2025-07-07,114.67,4,1
16081,2025-07-03,2025-07-07,1,2,Standard,14,14,2025-07-07,91.14,14,1
16082,2025-07-03,2025-07-07,1,30,Standard,14,14,2025-07-07,46.41,14,1
16083,2025-07-03,2025-07-08,1,21,Standard,7,7,2025-07-07,33.14,7,1
16084,2025-07-03,2025-07-08,1,27,Standard,22,22,2025-07-07,122.0,22,1
16085,2025-07-03,2025-07-07,1,2,Standard,8,8,2025-07-07,91.14,8,1
16086,2025-07-03,2025-07-07,1,30,Standard,4,4,2025-07-07,46.41,4,1
16087,2025-07-03,2025-07-07,1,5,Standard,7,7,2025-07-07,8.71,7,1
16088,2025-07-03,2025-07-07,1,26,Standard,9,9,2025-07-07,86.23,9,1
16089,2025-07-03,2025-07-07,1,9,Standard,3,3,2025-07-07,15.84,3,1
16090,2025-07-03,2025-07-07,1,20,Standard,7,7,2025-07-07,90.67,7,1
16091,2025-07-03,2025-07-07,1,15,Standard,14,14,2025-07-07,71.63,14,1
16092,2025-07-03,2025-07-08,1,27,Standard,4,4,2025-07-07,122.0,4,1
16093,2025-07-03,2025-07-08,1,3,Expedite,6,6,2025-07-10,52.53,6,0
16094,2025-07-03,2025-07-07,1,31,Standard,17,17,2025-07-07,33.25,17,1
16095,2025-07-03,2025-07-07,2,11,Standard,9,9,2025-07-07,82.82,9,1
16096,2025-07-03,2025-07-07,2,9,Expedite,16,16,2025-07-07,15.84,16,1
16097,2025-07-03,2025-07-08,2,19,Standard,14,14,2025-07-07,21.14,14,1
16098,2025-07-03,2025-07-07,2,6,Standard,9,9,2025-07-07,17.11,9,1
16099,2025-07-03,2025-07-07,2,10,Standard,4,4,2025-07-07,98.47,4,1
16100,2025-07-03,2025-07-08,2,22,Standard,8,8,2025-07-07,29.06,8,1
16101,2025-07-03,2025-07-07,2,27,Expedite,6,6,2025-07-07,122.0,6,1
16102,2025-07-03,2025-07-08,2,2,Standard,12,12,2025-07-07,91.14,12,1
16103,2025-07-03,2025-07-08,2,25,Standard,4,4,2025-07-07,20.3,4,1
16104,2025-07-03,2025-07-07,2,24,Standard,4,4,2025-07-07,125.75,4,1
16105,2025-07-03,2025-07-07,2,14,Standard,10,10,2025-07-07,93.02,10,1
16106,2025-07-03,2025-07-07,2,4,Standard,15,15,2025-07-07,121.18,15,1
16107,2025-07-03,2025-07-07,2,1,Expedite,19,19,2025-07-07,119.86,19,1
16108,2025-07-03,2025-07-08,2,3,Standard,15,15,2025-07-07,52.53,15,1
16109,2025-07-03,2025-07-08,2,20,Expedite,9,9,2025-07-07,90.67,9,1
16110,2025-07-03,2025-07-07,3,23,Standard,13,13,2025-07-07,124.05,13,1
16111,2025-07-03,2025-07-08,3,28,Expedite,13,13,2025-07-07,15.67,13,1
16112,2025-07-03,2025-07-08,3,10,Standard,19,19,2025-07-07,98.47,19,1
16113,2025-07-03,2025-07-07,3,29,Standard,14,14,2025-07-07,22.51,14,1
16114,2025-07-03,2025-07-07,3,17,Expedite,10,10,2025-07-07,114.67,10,1
16115,2025-07-03,2025-07-07,3,6,Standard,4,4,2025-07-07,17.11,4,1
16116,2025-07-03,2025-07-08,3,19,Standard,15,15,2025-07-07,21.14,15,1
16117,2025-07-03,2025-07-08,3,22,Standard,9,9,2025-07-07,29.06,9,1
16118,2025-07-03,2025-07-07,3,29,Standard,15,15,2025-07-07,22.51,15,1
16119,2025-07-03,2025-07-07,3,2,Standard,12,12,2025-07-07,91.14,12,1
16120,2025-07-03,2025-07-08,3,25,Standard,17,17,2025-07-07,20.3,17,1
16121,2025-07-03,2025-07-07,3,4,Standard,21,21,2025-07-07,121.18,21,1
16122,2025-07-04,2025-07-07,1,10,Standard,15,15,2025-07-08,98.47,15,0
16123,2025-07-04,2025-07-07,1,4,Standard,18,18,2025-07-08,121.18,18,0
16124,2025-07-04,2025-07-07,1,22,Expedite,8,8,2025-07-08,29.06,8,0
16125,2025-07-04,2025-07-07,1,30,Standard,7,7,2025-07-08,46.41,7,0
16126,2025-07-04,2025-07-07,1,13,Expedite,9,9,2025-07-08,113.46,9,0
16127,2025-07-04,2025-07-09,1,31,Expedite,10,10,2025-07-08,33.25,10,1
16128,2025-07-04,2025-07-07,1,17,Standard,17,17,2025-07-08,114.67,17,0
16129,2025-07-04,2025-07-07,1,31,Standard,22,22,2025-07-08,33.25,22,0
16130,2025-07-04,2025-07-07,1,21,Standard,7,7,2025-07-08,33.14,7,0
16131,2025-07-04,2025-07-09,1,13,Standard,3,3,2025-07-08,113.46,3,1
16132,2025-07-04,2025-07-07,1,13,Expedite,14,14,2025-07-08,113.46,14,0
16133,2025-07-04,2025-07-07,1,27,Expedite,12,12,2025-07-08,122.0,12,0
16134,2025-07-04,2025-07-07,1,30,Standard,14,14,2025-07-08,46.41,14,0
16135,2025-07-04,2025-07-07,2,27,Standard,7,7,2025-07-08,122.0,7,0
16136,2025-07-04,2025-07-07,2,25,Standard,21,21,2025-07-08,20.3,21,0
16137,2025-07-04,2025-07-07,2,15,Expedite,9,9,2025-07-08,71.63,9,0
16138,2025-07-04,2025-07-07,2,30,Standard,14,14,2025-07-08,46.41,14,0
16139,2025-07-04,2025-07-07,2,13,Standard,13,13,2025-07-08,113.46,13,0
16140,2025-07-04,2025-07-09,2,21,Standard,19,19,2025-07-08,33.14,19,1
16141,2025-07-04,2025-07-09,2,32,Expedite,5,5,2025-07-08,16.37,5,1
16142,2025-07-04,2025-07-07,2,20,Standard,13,13,2025-07-08,90.67,13,0
16143,2025-07-04,2025-07-09,2,13,Standard,9,9,2025-07-08,113.46,9,1
16144,2025-07-04,2025-07-07,2,26,Standard,17,17,2025-07-08,86.23,17,0
16145,2025-07-04,2025-07-09,2,4,Standard,22,22,2025-07-08,121.18,22,1
16146,2025-07-04,2025-07-07,2,3,Standard,4,4,2025-07-08,52.53,4,0
16147,2025-07-04,2025-07-07,2,19,Standard,3,3,2025-07-08,21.14,3,0
16148,2025-07-04,2025-07-07,3,3,Standard,20,20,2025-07-08,52.53,20,0
16149,2025-07-04,2025-07-09,3,27,Expedite,8,8,2025-07-08,122.0,8,1
16150,2025-07-04,2025-07-07,3,14,Standard,12,12,2025-07-08,93.02,12,0
16151,2025-07-04,2025-07-07,3,6,Standard,13,13,2025-07-08,17.11,13,0
16152,2025-07-04,2025-07-07,3,3,Expedite,9,9,2025-07-08,52.53,9,0
16153,2025-07-04,2025-07-07,3,31,Standard,8,8,2025-07-08,33.25,8,0
16154,2025-07-04,2025-07-07,3,28,Standard,13,13,2025-07-08,15.67,13,0
16155,2025-07-04,2025-07-07,3,17,Standard,15,15,2025-07-08,114.67,15,0
16156,2025-07-04,2025-07-07,3,5,Expedite,19,19,2025-07-08,8.71,19,0
16157,2025-07-04,2025-07-09,3,15,Standard,14,14,2025-07-08,71.63,14,1
16158,2025-07-04,2025-07-09,3,1,Standard,17,17,2025-07-08,119.86,17,1
16159,2025-07-04,2025-07-07,3,20,Standard,4,4,2025-07-08,90.67,4,0
16160,2025-07-04,2025-07-07,3,17,Expedite,4,4,2025-07-08,114.67,4,0
16161,2025-07-04,2025-07-07,3,11,Expedite,14,14,2025-07-08,82.82,14,0
16162,2025-07-04,2025-07-07,3,7,Standard,22,22,2025-07-08,87.71,22,0
16163,2025-07-04,2025-07-07,3,29,Standard,18,18,2025-07-08,22.51,18,0
16164,2025-07-07,2025-07-14,1,29,Standard,8,8,2025-07-09,22.51,8,1
16165,2025-07-07,2025-07-10,1,11,Standard,13,13,2025-07-09,82.82,13,1
16166,2025-07-07,2025-07-10,1,30,Standard,5,5,2025-07-09,46.41,5,1
16167,2025-07-07,2025-07-14,1,14,Standard,10,10,2025-07-09,93.02,10,1
16168,2025-07-07,2025-07-14,1,5,Standard,7,7,2025-07-09,8.71,7,1
16169,2025-07-07,2025-07-10,1,2,Expedite,7,7,2025-07-09,91.14,7,1
16170,2025-07-07,2025-07-14,1,3,Standard,17,17,2025-07-10,52.53,17,1
16171,2025-07-07,2025-07-14,1,8,Standard,15,15,2025-07-09,72.15,15,1
16172,2025-07-07,2025-07-10,1,14,Standard,3,3,2025-07-09,93.02,3,1
16173,2025-07-07,2025-07-10,1,3,Standard,10,10,2025-07-10,52.53,10,1
16174,2025-07-07,2025-07-10,1,1,Standard,19,19,2025-07-09,119.86,19,1
16175,2025-07-07,2025-07-14,1,27,Expedite,9,9,2025-07-09,122.0,9,1
16176,2025-07-07,2025-07-10,1,29,Expedite,20,20,2025-07-16,22.51,20,0
16177,2025-07-07,2025-07-10,2,31,Expedite,17,17,2025-07-09,33.25,17,1
16178,2025-07-07,2025-07-14,2,31,Standard,21,21,2025-07-09,33.25,21,1
16179,2025-07-07,2025-07-10,2,23,Expedite,7,7,2025-07-09,124.05,7,1
16180,2025-07-07,2025-07-14,2,9,Standard,4,4,2025-07-09,15.84,4,1
16181,2025-07-07,2025-07-10,2,6,Standard,8,8,2025-07-09,17.11,8,1
16182,2025-07-07,2025-07-10,2,13,Standard,19,19,2025-07-09,113.46,19,1
16183,2025-07-07,2025-07-10,2,28,Standard,12,12,2025-07-09,15.67,12,1
16184,2025-07-07,2025-07-14,2,11,Standard,19,19,2025-07-09,82.82,19,1
16185,2025-07-07,2025-07-10,2,25,Standard,6,6,2025-07-09,20.3,6,1
16186,2025-07-07,2025-07-10,2,21,Standard,10,10,2025-07-09,33.14,10,1
16187,2025-07-07,2025-07-10,2,29,Standard,16,16,2025-07-09,22.51,16,1
16188,2025-07-07,2025-07-14,2,2,Standard,22,22,2025-07-09,91.14,22,1
16189,2025-07-07,2025-07-10,2,27,Standard,11,11,2025-07-09,122.0,11,1
16190,2025-07-07,2025-07-10,2,31,Standard,6,6,2025-07-09,33.25,6,1
16191,2025-07-07,2025-07-10,2,21,Standard,22,22,2025-07-09,33.14,22,1
16192,2025-07-07,2025-07-10,2,14,Expedite,7,7,2025-07-09,93.02,7,1
16193,2025-07-07,2025-07-10,3,27,Standard,7,7,2025-07-09,122.0,7,1
16194,2025-07-07,2025-07-14,3,15,Standard,5,5,2025-07-09,71.63,5,1
16195,2025-07-07,2025-07-10,3,6,Standard,11,11,2025-07-09,17.11,11,1
16196,2025-07-07,2025-07-10,3,25,Standard,19,19,2025-07-09,20.3,19,1
16197,2025-07-07,2025-07-14,3,11,Standard,11,11,2025-07-09,82.82,11,1
16198,2025-07-07,2025-07-14,3,27,Standard,10,10,2025-07-09,122.0,10,1
16199,2025-07-07,2025-07-10,3,4,Standard,5,5,2025-07-09,121.18,5,1
16200,2025-07-07,2025-07-10,3,12,Standard,18,18,2025-07-09,90.85,18,1
16201,2025-07-07,2025-07-10,3,21,Standard,6,6,2025-07-09,33.14,6,1
16202,2025-07-07,2025-07-14,3,20,Standard,5,5,2025-07-09,90.67,5,1
16203,2025-07-07,2025-07-14,3,28,Standard,16,16,2025-07-09,15.67,16,1
16204,2025-07-07,2025-07-14,3,26,Expedite,16,16,2025-07-09,86.23,16,1
16205,2025-07-07,2025-07-14,3,4,Standard,12,12,2025-07-09,121.18,12,1
16206,2025-07-08,2025-07-11,1,9,Standard,17,17,2025-07-10,15.84,17,1
16207,2025-07-08,2025-07-11,1,7,Standard,4,4,2025-07-10,87.71,4,1
16208,2025-07-08,2025-07-14,1,22,Standard,10,10,2025-07-10,29.06,10,1
16209,2025-07-08,2025-07-11,1,1,Standard,10,10,2025-07-10,119.86,10,1
16210,2025-07-08,2025-07-11,1,3,Standard,3,3,2025-07-10,52.53,3,1
16211,2025-07-08,2025-07-11,1,28,Standard,20,20,2025-07-10,15.67,20,1
16212,2025-07-08,2025-07-14,1,12,Standard,20,20,2025-07-10,90.85,20,1
16213,2025-07-08,2025-07-11,1,27,Standard,13,13,2025-07-10,122.0,13,1
16214,2025-07-08,2025-07-14,1,13,Standard,8,8,2025-07-10,113.46,8,1
16215,2025-07-08,2025-07-11,1,1,Standard,4,4,2025-07-10,119.86,4,1
16216,2025-07-08,2025-07-14,1,3,Standard,13,13,2025-07-10,52.53,13,1
16217,2025-07-08,2025-07-11,1,23,Standard,19,19,2025-07-10,124.05,19,1
