PurchaseID,OrderDate,PromisedDate,WarehouseID,ProductID,SupplierID,OrderedUnits,ReceivedUnits,ReceiptDate,OnTimeFull
793,2024-11-26,2024-12-26,1,21,5,143,143,2024-12-30,0
794,2024-11-26,2024-12-04,1,29,6,150,150,2024-12-09,0
795,2024-11-26,2024-12-05,2,15,4,142,142,2024-12-10,0
796,2024-11-27,2024-12-13,1,8,3,128,128,2024-12-13,1
797,2024-11-27,2024-12-09,2,10,2,144,144,2024-12-09,1
798,2024-11-27,2024-12-09,3,16,2,126,126,2024-12-09,1
799,2024-11-28,2024-12-09,1,10,2,177,177,2024-12-09,1
800,2024-11-28,2024-12-30,1,17,5,157,157,2024-12-30,1
801,2024-11-28,2024-12-30,1,23,5,149,149,2024-12-30,1
802,2024-11-28,2024-12-09,2,4,2,144,144,2024-12-09,1
803,2024-11-29,2024-12-06,1,7,1,165,165,2024-12-06,1
804,2024-11-29,2024-12-09,2,30,6,146,146,2024-12-23,0
805,2024-11-29,2024-12-30,3,18,5,147,147,2025-01-01,0
806,2024-12-02,2025-01-01,1,18,5,141,141,2025-01-03,0
807,2024-12-02,2024-12-18,2,5,3,143,143,2024-12-18,1
808,2024-12-02,2024-12-11,2,12,4,149,149,2024-12-11,1
809,2024-12-02,2024-12-11,3,11,4,150,150,2024-12-11,1
810,2024-12-02,2024-12-11,3,12,4,144,144,2024-12-11,1
811,2024-12-03,2024-12-13,1,22,2,146,146,2024-12-13,1
812,2024-12-03,2024-12-11,1,32,6,134,134,2024-12-11,1
813,2024-12-03,2024-12-11,2,27,6,148,148,2024-12-13,0
814,2024-12-03,2024-12-19,3,6,3,154,154,2024-12-24,0
815,2024-12-04,2024-12-11,1,1,1,164,164,2024-12-11,1
816,2024-12-04,2024-12-11,2,1,1,169,169,2024-12-11,1
817,2024-12-04,2024-12-16,3,22,2,142,142,2024-12-16,1
818,2024-12-05,2024-12-16,1,16,2,122,122,2024-12-16,1
819,2024-12-05,2025-01-06,2,17,5,152,152,2025-01-06,1
820,2024-12-05,2024-12-16,3,28,2,141,141,2024-12-16,1
821,2024-12-06,2024-12-23,1,5,3,156,156,2024-12-25,0
822,2024-12-06,2024-12-16,1,15,4,157,157,2024-12-16,1
823,2024-12-06,2024-12-16,2,16,2,126,126,2024-12-16,1
824,2024-12-06,2025-01-06,2,24,5,134,134,2025-01-06,1
825,2024-12-06,2024-12-16,2,29,6,148,148,2024-12-16,1
826,2024-12-06,2024-12-13,3,7,1,144,144,2024-12-13,1
827,2024-12-06,2024-12-16,3,10,2,142,142,2024-12-16,1
828,2024-12-06,2024-12-16,3,26,6,151,151,2024-12-16,1
829,2024-12-09,2025-01-08,1,20,5,147,147,2025-01-08,1
830,2024-12-09,2024-12-17,1,26,6,143,143,2024-12-17,1
831,2024-12-09,2025-01-08,2,20,5,154,154,2025-01-08,1
832,2024-12-09,2024-12-25,3,8,3,134,134,2024-12-25,1
833,2024-12-10,2024-12-17,2,19,1,153,153,2024-12-17,1
834,2024-12-10,2024-12-26,3,3,3,148,148,2024-12-26,1
835,2024-12-11,2024-12-23,2,22,2,144,144,2024-12-23,1
836,2024-12-12,2024-12-30,1,3,3,149,149,2025-01-13,0
837,2024-12-12,2024-12-20,1,27,6,142,142,2024-12-20,1
838,2024-12-12,2024-12-19,3,19,1,151,151,2024-12-19,1
839,2024-12-13,2024-12-30,1,2,3,146,146,2024-12-30,1
840,2024-12-13,2024-12-20,1,13,1,182,182,2024-12-20,1
841,2024-12-13,2024-12-20,1,25,1,145,145,2024-12-20,1
842,2024-12-13,2024-12-30,2,2,3,141,141,2024-12-30,1
843,2024-12-13,2024-12-23,2,9,4,149,149,2024-12-23,1
844,2024-12-13,2024-12-23,2,11,4,154,154,2024-12-30,0
845,2024-12-13,2024-12-23,3,32,6,126,126,2024-12-23,1
846,2024-12-16,2025-01-01,2,6,3,151,151,2025-01-03,0
847,2024-12-16,2025-01-01,2,8,3,138,138,2025-01-01,1
848,2024-12-16,2025-01-15,3,17,5,168,168,2025-01-27,0
849,2024-12-16,2024-12-23,3,25,1,142,142,2024-12-23,1
850,2024-12-17,2024-12-24,3,1,1,155,155,2024-12-24,1
851,2024-12-17,2025-01-16,3,20,5,147,147,2025-01-16,1
852,2024-12-18,2024-12-25,1,19,1,144,144,2024-12-25,1
853,2024-12-18,2024-12-26,1,30,6,148,148,2024-12-30,0
854,2024-12-18,2025-01-03,2,3,3,152,152,2025-01-08,0
855,2024-12-18,2025-01-17,2,23,5,158,158,2025-01-20,0
856,2024-12-18,2024-12-27,3,14,4,145,145,2024-12-27,1
857,2024-12-19,2024-12-26,1,31,1,144,144,2024-12-26,1
858,2024-12-19,2025-01-06,3,5,3,143,143,2025-01-08,0
859,2024-12-19,2024-12-27,3,29,6,153,153,2024-12-27,1
860,2024-12-20,2025-01-20,2,21,5,150,150,2025-01-20,1
861,2024-12-20,2024-12-27,3,13,1,151,151,2024-12-27,1
862,2024-12-23,2025-01-02,1,4,2,158,158,2025-01-02,1
863,2024-12-23,2024-12-30,1,7,1,143,143,2024-12-30,1
864,2024-12-23,2024-12-31,1,32,6,124,124,2024-12-31,1
865,2024-12-23,2025-01-22,2,18,5,156,156,2025-01-22,1
866,2024-12-24,2025-01-01,2,32,6,142,142,2025-01-01,1
867,2024-12-25,2025-01-03,1,9,4,167,167,2025-01-03,1
868,2024-12-25,2025-01-03,1,12,4,154,154,2025-01-06,0
869,2024-12-25,2025-01-24,1,17,5,141,141,2025-01-24,1
870,2024-12-25,2025-01-01,2,7,1,151,151,2025-01-01,1
871,2024-12-25,2025-01-01,2,31,1,145,145,2025-01-01,1
872,2024-12-26,2025-01-06,1,22,2,155,155,2025-01-06,1
873,2024-12-26,2025-01-27,1,23,5,142,142,2025-01-27,1
874,2024-12-26,2025-01-03,2,26,6,146,146,2025-01-03,1
875,2024-12-26,2025-01-06,2,28,2,152,152,2025-01-08,0
876,2024-12-26,2025-01-06,3,4,2,147,147,2025-01-06,1
877,2024-12-26,2025-01-27,3,24,5,128,128,2025-01-27,1
878,2024-12-26,2025-01-03,3,27,6,157,157,2025-01-03,1
879,2024-12-27,2025-01-06,2,15,4,153,153,2025-01-20,0
880,2024-12-30,2025-01-07,1,29,6,148,148,2025-01-07,1
881,2024-12-30,2025-01-29,3,21,5,149,149,2025-01-29,1
882,2024-12-31,2025-01-30,1,24,5,126,126,2025-02-11,0
883,2024-12-31,2025-01-09,2,12,4,141,141,2025-01-09,1
884,2024-12-31,2025-01-07,2,13,1,144,144,2025-01-07,1
885,2024-12-31,2025-01-09,2,14,4,152,152,2025-01-09,1
886,2024-12-31,2025-01-16,3,2,3,143,143,2025-01-16,1
887,2024-12-31,2025-01-10,3,16,2,138,138,2025-01-10,1
888,2024-12-31,2025-01-08,3,30,6,152,152,2025-01-08,1
889,2025-01-01,2025-01-17,1,6,3,144,144,2025-01-17,1
890,2025-01-01,2025-01-13,2,4,2,150,150,2025-01-20,0
891,2025-01-02,2025-01-13,1,14,4,149,149,2025-01-13,1
892,2025-01-02,2025-01-20,3,6,3,142,142,2025-01-20,1
893,2025-01-03,2025-02-03,2,24,5,132,132,2025-02-03,1
894,2025-01-03,2025-01-10,2,25,1,155,155,2025-01-13,0
895,2025-01-03,2025-01-13,3,9,4,147,147,2025-01-15,0
896,2025-01-03,2025-02-03,3,18,5,142,142,2025-02-03,1
897,2025-01-06,2025-02-05,1,21,5,144,144,2025-02-05,1
898,2025-01-08,2025-01-24,1,8,3,138,138,2025-01-27,0
899,2025-01-08,2025-01-17,1,11,4,152,152,2025-01-17,1
900,2025-01-09,2025-01-17,1,26,6,142,142,2025-01-20,0
901,2025-01-09,2025-01-20,2,16,2,124,124,2025-01-20,1
902,2025-01-09,2025-02-10,3,23,5,149,149,2025-02-17,0
903,2025-01-10,2025-01-17,1,1,1,149,149,2025-01-17,1
904,2025-01-10,2025-01-27,1,5,3,143,143,2025-01-29,0
905,2025-01-10,2025-01-17,1,13,1,141,141,2025-01-29,0
906,2025-01-10,2025-01-20,3,15,4,160,160,2025-01-20,1
907,2025-01-13,2025-01-23,1,10,2,151,151,2025-01-28,0
908,2025-01-13,2025-02-12,1,20,5,158,158,2025-02-12,1
909,2025-01-13,2025-01-23,2,22,2,141,141,2025-01-28,0
910,2025-01-13,2025-01-22,3,11,4,141,141,2025-01-27,0
911,2025-01-14,2025-01-23,1,15,4,141,141,2025-01-23,1
912,2025-01-14,2025-01-30,2,3,3,172,172,2025-01-30,1
913,2025-01-14,2025-01-24,2,10,2,144,144,2025-01-24,1
914,2025-01-14,2025-01-24,3,10,2,151,151,2025-01-24,1
915,2025-01-14,2025-01-23,3,14,4,179,179,2025-01-23,1
916,2025-01-14,2025-01-21,3,19,1,156,156,2025-01-21,1
917,2025-01-14,2025-01-24,3,22,2,152,152,2025-01-24,1
918,2025-01-14,2025-01-21,3,31,1,147,147,2025-01-21,1
919,2025-01-15,2025-02-14,2,20,5,142,142,2025-02-14,1
920,2025-01-15,2025-01-23,2,29,6,164,164,2025-01-23,1
921,2025-01-16,2025-01-27,3,12,4,154,154,2025-01-27,1
922,2025-01-16,2025-02-17,3,17,5,145,145,2025-02-17,1
923,2025-01-17,2025-01-27,1,9,4,161,161,2025-01-27,1
924,2025-01-17,2025-01-27,1,16,2,136,136,2025-02-03,0
925,2025-01-17,2025-01-27,1,28,2,156,156,2025-01-27,1
926,2025-01-17,2025-02-17,2,23,5,160,160,2025-02-17,1
927,2025-01-17,2025-01-27,3,26,6,146,146,2025-02-10,0
928,2025-01-20,2025-02-05,2,5,3,143,143,2025-02-10,0
929,2025-01-20,2025-01-28,3,32,6,134,134,2025-01-28,1
930,2025-01-21,2025-01-28,1,25,1,152,152,2025-01-28,1
931,2025-01-21,2025-01-29,1,27,6,143,143,2025-01-29,1
932,2025-01-21,2025-01-28,2,13,1,155,155,2025-01-30,0
933,2025-01-22,2025-02-21,1,18,5,142,142,2025-02-21,1
934,2025-01-22,2025-01-30,1,32,6,122,122,2025-01-30,1
935,2025-01-23,2025-02-10,2,6,3,149,149,2025-02-10,1
936,2025-01-23,2025-02-24,2,17,5,159,159,2025-02-24,1
937,2025-01-23,2025-02-10,3,3,3,150,150,2025-02-12,0
938,2025-01-23,2025-01-31,3,27,6,144,144,2025-01-31,1
939,2025-01-24,2025-01-31,2,25,1,142,142,2025-01-31,1
940,2025-01-24,2025-02-03,2,28,2,177,177,2025-02-03,1
941,2025-01-24,2025-01-31,3,13,1,149,149,2025-01-31,1
942,2025-01-27,2025-02-03,1,31,1,151,151,2025-02-03,1
943,2025-01-27,2025-02-05,2,12,4,157,157,2025-02-07,0
944,2025-01-27,2025-02-12,3,8,3,134,134,2025-02-12,1
945,2025-01-27,2025-02-26,3,20,5,153,153,2025-03-03,0
946,2025-01-28,2025-02-06,2,9,4,159,159,2025-02-06,1
947,2025-01-28,2025-02-04,3,7,1,152,152,2025-02-04,1
948,2025-01-28,2025-02-04,3,25,1,163,163,2025-02-04,1
949,2025-01-29,2025-02-14,1,6,3,172,172,2025-02-14,1
950,2025-01-29,2025-02-05,2,19,1,147,147,2025-02-05,1
951,2025-01-29,2025-02-05,2,31,1,164,164,2025-02-05,1
952,2025-01-30,2025-02-17,1,3,3,156,156,2025-02-17,1
953,2025-01-30,2025-02-10,1,14,4,144,144,2025-02-10,1
954,2025-01-30,2025-02-17,2,2,3,152,152,2025-02-19,0
955,2025-01-30,2025-03-03,3,24,5,128,128,2025-03-03,1
956,2025-01-31,2025-02-10,1,29,6,156,156,2025-02-10,1
957,2025-01-31,2025-02-10,2,11,4,159,159,2025-02-17,0
958,2025-01-31,2025-02-10,2,15,4,163,163,2025-02-10,1
959,2025-01-31,2025-02-10,2,26,6,144,144,2025-02-10,1
960,2025-01-31,2025-02-10,3,16,2,160,160,2025-02-12,0
961,2025-01-31,2025-02-10,3,28,2,141,141,2025-02-17,0
962,2025-02-03,2025-02-13,1,22,2,146,146,2025-02-17,0
963,2025-02-03,2025-02-13,2,10,2,142,142,2025-02-13,1
964,2025-02-03,2025-02-11,2,30,6,153,153,2025-02-11,1
965,2025-02-03,2025-02-13,3,4,2,157,157,2025-02-18,0
966,2025-02-04,2025-02-20,2,8,3,128,128,2025-02-20,1
967,2025-02-04,2025-03-06,2,18,5,157,157,2025-03-06,1
968,2025-02-04,2025-03-06,2,21,5,154,154,2025-03-11,0
969,2025-02-04,2025-02-12,2,27,6,152,152,2025-02-12,1
970,2025-02-04,2025-02-13,3,9,4,141,141,2025-02-13,1
971,2025-02-05,2025-02-12,1,1,1,167,167,2025-02-12,1
972,2025-02-05,2025-02-12,1,19,1,144,144,2025-02-14,0
973,2025-02-05,2025-02-13,1,26,6,155,155,2025-02-13,1
974,2025-02-05,2025-02-13,2,32,6,140,140,2025-02-17,0
975,2025-02-06,2025-02-13,1,7,1,160,160,2025-02-13,1
976,2025-02-06,2025-02-17,1,12,4,152,152,2025-02-19,0
977,2025-02-06,2025-02-13,1,13,1,142,142,2025-02-13,1
978,2025-02-06,2025-03-10,1,24,5,142,142,2025-03-10,1
979,2025-02-06,2025-02-13,3,1,1,148,148,2025-02-17,0
980,2025-02-07,2025-02-24,1,8,3,138,138,2025-02-24,1
981,2025-02-07,2025-03-10,2,24,5,122,122,2025-03-17,0
982,2025-02-07,2025-02-24,3,5,3,143,143,2025-03-03,0
983,2025-02-07,2025-02-17,3,11,4,151,151,2025-02-19,0
984,2025-02-10,2025-03-12,1,17,5,161,161,2025-03-12,1
985,2025-02-10,2025-02-26,3,2,3,173,173,2025-02-26,1
986,2025-02-10,2025-03-12,3,23,5,144,144,2025-03-12,1
987,2025-02-11,2025-02-20,1,9,4,143,143,2025-02-20,1
988,2025-02-12,2025-03-14,1,20,5,143,143,2025-03-14,1
989,2025-02-12,2025-03-14,1,21,5,152,152,2025-03-26,0
990,2025-02-12,2025-02-24,2,16,2,140,140,2025-02-24,1
991,2025-02-12,2025-02-24,2,22,2,146,146,2025-03-03,0
992,2025-02-13,2025-02-24,1,11,4,144,144,2025-03-03,0
993,2025-02-14,2025-02-24,1,16,2,132,132,2025-03-03,0
994,2025-02-14,2025-03-17,2,20,5,141,141,2025-03-17,1
995,2025-02-14,2025-02-24,3,10,2,175,175,2025-02-24,1
996,2025-02-14,2025-02-24,3,15,4,152,152,2025-02-24,1
997,2025-02-14,2025-02-24,3,22,2,141,141,2025-02-24,1
998,2025-02-14,2025-02-24,3,30,6,154,154,2025-02-24,1
999,2025-02-17,2025-02-24,2,13,1,152,152,2025-02-24,1
1000,2025-02-17,2025-03-05,3,8,3,130,130,2025-03-05,1
1001,2025-02-17,2025-02-25,3,32,6,130,130,2025-02-25,1
1002,2025-02-18,2025-02-26,1,27,6,146,146,2025-02-26,1
1003,2025-02-18,2025-02-28,2,4,2,142,142,2025-02-28,1
1004,2025-02-18,2025-03-06,2,5,3,156,156,2025-03-06,1
1005,2025-02-18,2025-02-25,2,7,1,159,159,2025-03-10,0
1006,2025-02-19,2025-03-03,1,4,2,162,162,2025-03-03,1
1007,2025-02-19,2025-03-21,1,23,5,142,142,2025-03-21,1
1008,2025-02-20,2025-02-27,1,25,1,146,146,2025-03-03,0
1009,2025-02-20,2025-03-10,2,3,3,157,157,2025-03-10,1
1010,2025-02-20,2025-02-27,2,19,1,150,150,2025-02-27,1
1011,2025-02-20,2025-03-24,3,18,5,145,145,2025-03-24,1
1012,2025-02-20,2025-02-27,3,25,1,149,149,2025-02-27,1
1013,2025-02-21,2025-02-28,1,19,1,149,149,2025-03-03,0
1014,2025-02-21,2025-02-28,2,1,1,157,157,2025-03-03,0
1015,2025-02-21,2025-03-24,3,17,5,141,141,2025-03-24,1
1016,2025-02-24,2025-03-12,1,2,3,144,144,2025-03-17,0
1017,2025-02-24,2025-03-06,1,28,2,145,145,2025-03-06,1
1018,2025-02-24,2025-03-04,3,26,6,141,141,2025-03-06,0
1019,2025-02-25,2025-03-07,1,10,2,151,151,2025-03-19,0
1020,2025-02-25,2025-03-04,1,31,1,170,170,2025-03-06,0
1021,2025-02-25,2025-03-06,2,11,4,150,150,2025-03-06,1
1022,2025-02-25,2025-03-27,3,21,5,155,155,2025-03-31,0
1023,2025-02-27,2025-03-10,1,14,4,142,142,2025-03-12,0
1024,2025-02-27,2025-03-07,1,30,6,154,154,2025-03-19,0
1025,2025-02-27,2025-03-17,2,2,3,142,142,2025-03-19,0
1026,2025-02-27,2025-03-07,2,26,6,162,162,2025-03-12,0
1027,2025-02-27,2025-03-06,3,13,1,150,150,2025-03-06,1
1028,2025-02-28,2025-03-17,1,5,3,150,150,2025-03-19,0
1029,2025-02-28,2025-03-10,2,29,6,157,157,2025-03-12,0
1030,2025-03-03,2025-03-10,1,13,1,144,144,2025-03-10,1
1031,2025-03-03,2025-03-12,2,12,4,145,145,2025-03-17,0
1032,2025-03-03,2025-03-10,2,25,1,156,156,2025-03-10,1
1033,2025-03-03,2025-03-19,3,3,3,155,155,2025-03-19,1
1034,2025-03-04,2025-03-13,2,14,4,144,144,2025-03-13,1
1035,2025-03-05,2025-03-21,1,3,3,141,141,2025-03-21,1
1036,2025-03-05,2025-03-13,1,26,6,150,150,2025-03-13,1
1037,2025-03-05,2025-03-14,2,9,4,149,149,2025-03-17,0
1038,2025-03-05,2025-04-04,3,24,5,138,138,2025-04-04,1
1039,2025-03-06,2025-03-17,3,9,4,151,151,2025-03-17,1
1040,2025-03-06,2025-03-17,3,14,4,147,147,2025-03-19,0
1041,2025-03-06,2025-03-17,3,28,2,149,149,2025-03-17,1
1042,2025-03-06,2025-03-14,3,29,6,146,146,2025-03-14,1
1043,2025-03-07,2025-03-17,2,4,2,141,141,2025-03-17,1
1044,2025-03-07,2025-03-17,2,32,6,122,122,2025-03-17,1
1045,2025-03-07,2025-03-17,3,30,6,145,145,2025-03-17,1
1046,2025-03-10,2025-03-19,1,9,4,150,150,2025-03-19,1
1047,2025-03-10,2025-04-09,1,24,5,138,138,2025-04-09,1
1048,2025-03-10,2025-03-19,2,15,4,142,142,2025-03-19,1
1049,2025-03-10,2025-03-18,2,30,6,188,188,2025-03-18,1
1050,2025-03-10,2025-03-26,3,6,3,161,161,2025-03-26,1
1051,2025-03-10,2025-04-09,3,20,5,144,144,2025-04-11,0
1052,2025-03-11,2025-03-20,1,15,4,143,143,2025-03-20,1
1053,2025-03-11,2025-04-10,2,17,5,147,147,2025-04-10,1
1054,2025-03-11,2025-03-21,3,10,2,144,144,2025-03-21,1
1055,2025-03-12,2025-03-20,1,32,6,142,142,2025-03-20,1
1056,2025-03-12,2025-03-20,3,27,6,158,158,2025-03-25,0
1057,2025-03-13,2025-03-20,3,31,1,172,172,2025-03-20,1
1058,2025-03-13,2025-03-21,3,32,6,130,130,2025-03-21,1
1059,2025-03-14,2025-03-31,1,6,3,141,141,2025-03-31,1
1060,2025-03-14,2025-04-14,1,17,5,147,147,2025-04-14,1
1061,2025-03-14,2025-03-24,1,29,6,141,141,2025-03-24,1
1062,2025-03-14,2025-03-31,2,8,3,122,122,2025-03-31,1
1063,2025-03-14,2025-04-14,2,20,5,150,150,2025-04-28,0
1064,2025-03-14,2025-03-31,3,2,3,144,144,2025-03-31,1
1065,2025-03-14,2025-03-21,3,25,1,145,145,2025-03-21,1
1066,2025-03-17,2025-04-02,2,5,3,142,142,2025-04-02,1
1067,2025-03-17,2025-03-27,2,22,2,142,142,2025-03-31,0
1068,2025-03-17,2025-03-25,2,27,6,143,143,2025-03-27,0
1069,2025-03-17,2025-03-24,2,31,1,155,155,2025-03-24,1
1070,2025-03-18,2025-03-26,1,27,6,176,176,2025-03-26,1
1071,2025-03-18,2025-04-03,3,8,3,142,142,2025-04-03,1
1072,2025-03-18,2025-03-27,3,12,4,153,153,2025-03-27,1
1073,2025-03-19,2025-03-31,1,22,2,142,142,2025-04-02,0
1074,2025-03-19,2025-04-18,1,23,5,150,150,2025-04-18,1
1075,2025-03-19,2025-03-31,2,16,2,130,130,2025-04-14,0
1076,2025-03-19,2025-03-26,3,19,1,146,146,2025-04-07,0
1077,2025-03-20,2025-03-27,1,1,1,152,152,2025-03-31,0
1078,2025-03-20,2025-03-31,1,12,4,141,141,2025-03-31,1
1079,2025-03-20,2025-04-07,2,2,3,147,147,2025-04-14,0
1080,2025-03-20,2025-03-31,3,11,4,156,156,2025-03-31,1
1081,2025-03-20,2025-03-31,3,16,2,132,132,2025-03-31,1
1082,2025-03-20,2025-04-21,3,17,5,149,149,2025-04-21,1
1083,2025-03-20,2025-03-31,3,22,2,147,147,2025-04-14,0
1084,2025-03-20,2025-04-21,3,23,5,146,146,2025-04-21,1
1085,2025-03-21,2025-03-31,1,16,2,124,124,2025-03-31,1
1086,2025-03-21,2025-03-28,1,19,1,156,156,2025-03-31,0
1087,2025-03-21,2025-03-31,1,26,6,155,155,2025-04-02,0
1088,2025-03-21,2025-04-07,2,3,3,156,156,2025-04-07,1
1089,2025-03-21,2025-03-31,2,10,2,145,145,2025-04-02,0
1090,2025-03-21,2025-04-21,2,24,5,140,140,2025-04-21,1
1091,2025-03-25,2025-04-01,2,13,1,147,147,2025-04-01,1
1092,2025-03-25,2025-04-04,2,28,2,153,153,2025-04-07,0
1093,2025-03-25,2025-04-01,3,7,1,142,142,2025-04-01,1
1094,2025-03-26,2025-04-11,1,3,3,141,141,2025-04-11,1
1095,2025-03-27,2025-04-03,2,19,1,159,159,2025-04-03,1
1096,2025-03-28,2025-04-04,2,1,1,142,142,2025-04-04,1
1097,2025-03-28,2025-04-14,2,6,3,143,143,2025-04-14,1
1098,2025-03-28,2025-04-28,3,24,5,130,130,2025-05-05,0
1099,2025-03-31,2025-04-30,1,24,5,132,132,2025-05-05,0
1100,2025-03-31,2025-04-30,2,21,5,146,146,2025-05-12,0
1101,2025-03-31,2025-04-10,3,4,2,149,149,2025-04-10,1
1102,2025-04-01,2025-04-08,1,7,1,141,141,2025-04-14,0
1103,2025-04-01,2025-05-01,2,23,5,173,173,2025-05-01,1
1104,2025-04-02,2025-04-14,1,4,2,152,152,2025-04-14,1
1105,2025-04-02,2025-04-11,1,11,4,144,144,2025-04-11,1
1106,2025-04-02,2025-04-09,1,13,1,142,142,2025-04-09,1
1107,2025-04-02,2025-04-18,3,2,3,142,142,2025-04-18,1
1108,2025-04-03,2025-05-05,3,18,5,158,158,2025-05-07,0
1109,2025-04-03,2025-04-10,3,31,1,148,148,2025-04-14,0
1110,2025-04-04,2025-04-14,1,14,4,149,149,2025-04-14,1
1111,2025-04-04,2025-04-14,2,22,2,157,157,2025-04-14,1
1112,2025-04-04,2025-04-14,3,9,4,150,150,2025-04-16,0
1113,2025-04-07,2025-05-07,1,21,5,170,170,2025-05-07,1
1114,2025-04-07,2025-05-07,2,18,5,142,142,2025-05-07,1
1115,2025-04-07,2025-04-15,2,26,6,144,144,2025-04-15,1
1116,2025-04-07,2025-04-15,2,30,6,147,147,2025-04-15,1
1117,2025-04-07,2025-04-14,3,1,1,145,145,2025-04-14,1
1118,2025-04-07,2025-05-07,3,21,5,144,144,2025-05-07,1
1119,2025-04-08,2025-04-15,1,1,1,144,144,2025-04-15,1
1120,2025-04-08,2025-04-24,3,6,3,141,141,2025-04-28,0
1121,2025-04-09,2025-04-25,1,5,3,148,148,2025-04-25,1
1122,2025-04-09,2025-04-18,1,15,4,151,151,2025-04-23,0
1123,2025-04-09,2025-05-09,1,20,5,155,155,2025-05-09,1
1124,2025-04-09,2025-04-17,1,29,6,150,150,2025-04-17,1
1125,2025-04-09,2025-04-25,3,5,3,168,168,2025-04-25,1
1126,2025-04-09,2025-04-16,3,25,1,144,144,2025-04-18,0
1127,2025-04-10,2025-04-21,1,22,2,142,142,2025-04-21,1
1128,2025-04-10,2025-04-17,1,31,1,141,141,2025-04-17,1
1129,2025-04-10,2025-04-18,2,29,6,143,143,2025-04-18,1
1130,2025-04-10,2025-04-21,3,15,4,150,150,2025-04-21,1
1131,2025-04-10,2025-05-12,3,20,5,148,148,2025-05-12,1
1132,2025-04-11,2025-04-28,1,2,3,142,142,2025-04-28,1
1133,2025-04-11,2025-04-18,2,7,1,146,146,2025-04-18,1
1134,2025-04-11,2025-04-18,2,13,1,169,169,2025-04-23,0
1135,2025-04-11,2025-05-12,2,17,5,168,168,2025-05-14,0
1136,2025-04-11,2025-05-12,2,23,5,153,153,2025-05-12,1
1137,2025-04-11,2025-04-18,3,13,1,159,159,2025-04-18,1
1138,2025-04-14,2025-04-23,1,9,4,154,154,2025-04-23,1
1139,2025-04-14,2025-05-14,1,17,5,157,157,2025-05-14,1
1140,2025-04-14,2025-04-21,1,25,1,173,173,2025-04-21,1
1141,2025-04-14,2025-04-24,2,4,2,145,145,2025-04-29,0
1142,2025-04-14,2025-04-24,3,28,2,151,151,2025-04-24,1
1143,2025-04-16,2025-05-02,2,2,3,146,146,2025-05-02,1
1144,2025-04-16,2025-04-25,2,12,4,144,144,2025-04-25,1
1145,2025-04-17,2025-05-05,1,3,3,142,142,2025-05-05,1
1146,2025-04-17,2025-05-19,1,18,5,144,144,2025-05-19,1
1147,2025-04-17,2025-04-24,2,25,1,145,145,2025-04-24,1
1148,2025-04-17,2025-04-25,2,27,6,142,142,2025-04-30,0
1149,2025-04-17,2025-05-19,3,23,5,142,142,2025-05-26,0
1150,2025-04-18,2025-04-28,1,30,6,153,153,2025-04-28,1
1151,2025-04-18,2025-04-28,2,11,4,147,147,2025-04-30,0
1152,2025-04-18,2025-04-25,3,7,1,157,157,2025-04-25,1
1153,2025-04-21,2025-04-29,1,26,6,153,153,2025-04-29,1
1154,2025-04-21,2025-05-01,3,10,2,150,150,2025-05-13,0
1155,2025-04-21,2025-04-28,3,19,1,153,153,2025-05-05,0
1156,2025-04-22,2025-05-01,1,12,4,142,142,2025-05-01,1
1157,2025-04-22,2025-05-01,2,9,4,165,165,2025-05-13,0
1158,2025-04-22,2025-05-22,2,20,5,142,142,2025-05-22,1
1159,2025-04-22,2025-04-30,3,30,6,144,144,2025-04-30,1
1160,2025-04-23,2025-05-09,1,6,3,147,147,2025-05-12,0
1161,2025-04-23,2025-04-30,2,19,1,152,152,2025-04-30,1
1162,2025-04-23,2025-05-02,3,14,4,167,167,2025-05-02,1
1163,2025-04-23,2025-05-01,3,27,6,146,146,2025-05-05,0
1164,2025-04-24,2025-05-26,2,21,5,141,141,2025-05-26,1
1165,2025-04-24,2025-05-12,3,3,3,148,148,2025-05-14,0
1166,2025-04-25,2025-05-12,2,3,3,149,149,2025-05-12,1
1167,2025-04-25,2025-05-12,2,6,3,147,147,2025-05-12,1
1168,2025-04-25,2025-05-05,2,14,4,141,141,2025-05-05,1
1169,2025-04-25,2025-05-02,2,31,1,144,144,2025-05-02,1
1170,2025-04-25,2025-05-05,3,11,4,162,162,2025-05-07,0
1171,2025-04-25,2025-05-05,3,12,4,148,148,2025-05-07,0
1172,2025-04-28,2025-05-05,2,1,1,156,156,2025-05-12,0
1173,2025-04-28,2025-05-08,2,10,2,151,151,2025-05-08,1
1174,2025-04-28,2025-05-06,3,26,6,153,153,2025-05-19,0
1175,2025-04-29,2025-05-15,2,5,3,161,161,2025-05-15,1
1176,2025-04-30,2025-05-08,2,26,6,159,159,2025-05-08,1
1177,2025-05-01,2025-06-02,2,18,5,147,147,2025-06-02,1
1178,2025-05-02,2025-05-12,1,4,2,157,157,2025-05-12,1
1179,2025-05-02,2025-05-12,1,14,4,155,155,2025-05-12,1
1180,2025-05-02,2025-05-09,1,19,1,141,141,2025-05-21,0
1181,2025-05-02,2025-06-02,1,23,5,143,143,2025-06-02,1
1182,2025-05-02,2025-06-02,3,21,5,154,154,2025-06-02,1
1183,2025-05-05,2025-05-12,1,13,1,151,151,2025-05-19,0
1184,2025-05-05,2025-05-15,1,28,2,147,147,2025-05-15,1
