ReceiptID,PurchaseID,Date,WarehouseID,ProductID,SupplierID,Units,ValueUSD,LeadDays,OnTime
995,993,2025-03-03,1,16,2,132,2942.28,17,0
996,1006,2025-03-03,1,4,2,162,12665.16,12,1
997,1008,2025-03-03,1,25,1,146,1912.6,11,0
998,1013,2025-03-03,1,19,1,149,2032.36,10,0
999,1014,2025-03-03,2,1,1,157,12140.81,10,0
1000,1000,2025-03-05,3,8,3,130,6051.5,16,1
1001,967,2025-03-06,2,18,5,157,7336.61,30,1
1002,1004,2025-03-06,2,5,3,156,876.72,16,1
1003,1017,2025-03-06,1,28,2,145,1465.95,10,1
1004,1018,2025-03-06,3,26,6,141,7843.83,10,0
1005,1020,2025-03-06,1,31,1,170,3646.5,9,0
1006,1021,2025-03-06,2,11,4,150,8014.5,9,1
1007,1027,2025-03-06,3,13,1,150,10980.0,7,1
1008,978,2025-03-10,1,24,5,142,11520.46,32,1
1009,1005,2025-03-10,2,7,1,159,8997.81,20,0
1010,1009,2025-03-10,2,3,3,157,5320.73,18,1
1011,1030,2025-03-10,1,13,1,144,10540.8,7,1
1012,1032,2025-03-10,2,25,1,156,2043.6,7,1
1013,968,2025-03-11,2,21,5,154,3292.52,35,0
1014,984,2025-03-12,1,17,5,161,11910.78,30,1
1015,986,2025-03-12,3,23,5,144,11524.32,30,1
1016,1023,2025-03-12,1,14,4,142,8521.42,13,0
1017,1026,2025-03-12,2,26,6,162,9012.06,13,0
1018,1029,2025-03-12,2,29,6,157,2279.64,12,0
1019,1034,2025-03-13,2,14,4,144,8641.44,9,1
1020,1036,2025-03-13,1,26,6,150,8344.5,8,1
1021,988,2025-03-14,1,20,5,143,8365.5,30,1
1022,1042,2025-03-14,3,29,6,146,2119.92,8,1
1023,981,2025-03-17,2,24,5,122,9897.86,38,0
1024,994,2025-03-17,2,20,5,141,8248.5,31,1
1025,1016,2025-03-17,1,2,3,144,8467.2,21,0
1026,1031,2025-03-17,2,12,4,145,8498.45,14,0
1027,1037,2025-03-17,2,9,4,149,1522.78,12,0
1028,1039,2025-03-17,3,9,4,151,1543.22,11,1
1029,1041,2025-03-17,3,28,2,149,1506.39,11,1
1030,1043,2025-03-17,2,4,2,141,11023.38,10,1
1031,1044,2025-03-17,2,32,6,122,1288.32,10,1
1032,1045,2025-03-17,3,30,6,145,4341.3,10,1
1033,1049,2025-03-18,2,30,6,188,5628.72,8,1
1034,1019,2025-03-19,1,10,2,151,9593.03,22,0
1035,1024,2025-03-19,1,30,6,154,4610.76,20,0
1036,1025,2025-03-19,2,2,3,142,8349.6,20,0
1037,1028,2025-03-19,1,5,3,150,843.0,19,0
1038,1033,2025-03-19,3,3,3,155,5252.95,16,1
1039,1040,2025-03-19,3,14,4,147,8821.47,13,0
1040,1046,2025-03-19,1,9,4,150,1533.0,9,1
1041,1048,2025-03-19,2,15,4,142,6561.82,9,1
1042,1052,2025-03-20,1,15,4,143,6608.03,9,1
1043,1055,2025-03-20,1,32,6,142,1499.52,8,1
1044,1057,2025-03-20,3,31,1,172,3689.4,7,1
1045,1007,2025-03-21,1,23,5,142,11364.26,30,1
1046,1035,2025-03-21,1,3,3,141,4778.49,16,1
1047,1054,2025-03-21,3,10,2,144,9148.32,10,1
1048,1058,2025-03-21,3,32,6,130,1372.8,8,1
1049,1065,2025-03-21,3,25,1,145,1899.5,7,1
1050,1011,2025-03-24,3,18,5,145,6775.85,32,1
1051,1015,2025-03-24,3,17,5,141,10431.18,31,1
1052,1061,2025-03-24,1,29,6,141,2047.32,10,1
1053,1069,2025-03-24,2,31,1,155,3324.75,7,1
1054,1056,2025-03-25,3,27,6,158,12436.18,13,0
1055,989,2025-03-26,1,21,5,152,3249.76,42,0
1056,1050,2025-03-26,3,6,3,161,1777.44,16,1
1057,1070,2025-03-26,1,27,6,176,13852.96,8,1
1058,1068,2025-03-27,2,27,6,143,11255.53,10,0
1059,1072,2025-03-27,3,12,4,153,8967.33,9,1
1060,1022,2025-03-31,3,21,5,155,3313.9,34,0
1061,1059,2025-03-31,1,6,3,141,1556.64,17,1
1062,1062,2025-03-31,2,8,3,122,5679.1,17,1
1063,1064,2025-03-31,3,2,3,144,8467.2,17,1
1064,1067,2025-03-31,2,22,2,142,2662.5,14,0
1065,1077,2025-03-31,1,1,1,152,11754.16,11,0
1066,1078,2025-03-31,1,12,4,141,8264.01,11,1
1067,1080,2025-03-31,3,11,4,156,8335.08,11,1
1068,1081,2025-03-31,3,16,2,132,2942.28,11,1
1069,1085,2025-03-31,1,16,2,124,2763.96,10,1
1070,1086,2025-03-31,1,19,1,156,2127.84,10,0
1071,1091,2025-04-01,2,13,1,147,10760.4,7,1
1072,1093,2025-04-01,3,7,1,142,8035.78,7,1
1073,1066,2025-04-02,2,5,3,142,798.04,16,1
1074,1073,2025-04-02,1,22,2,142,2662.5,14,0
1075,1087,2025-04-02,1,26,6,155,8622.65,12,0
1076,1089,2025-04-02,2,10,2,145,9211.85,12,0
1077,1071,2025-04-03,3,8,3,142,6610.1,16,1
1078,1095,2025-04-03,2,19,1,159,2168.76,7,1
1079,1038,2025-04-04,3,24,5,138,11195.94,30,1
1080,1096,2025-04-04,2,1,1,142,10980.86,7,1
1081,1076,2025-04-07,3,19,1,146,1991.44,19,0
1082,1088,2025-04-07,2,3,3,156,5286.84,17,1
1083,1092,2025-04-07,2,28,2,153,1546.83,13,0
1084,1047,2025-04-09,1,24,5,138,11195.94,30,1
1085,1106,2025-04-09,1,13,1,142,10394.4,7,1
1086,1053,2025-04-10,2,17,5,147,10875.06,30,1
1087,1101,2025-04-10,3,4,2,149,11648.82,10,1
1088,1051,2025-04-11,3,20,5,144,8424.0,32,0
1089,1094,2025-04-11,1,3,3,141,4778.49,16,1
1090,1105,2025-04-11,1,11,4,144,7693.92,9,1
1091,1060,2025-04-14,1,17,5,147,10875.06,31,1
1092,1075,2025-04-14,2,16,2,130,2897.7,26,0
1093,1079,2025-04-14,2,2,3,147,8643.6,25,0
1094,1083,2025-04-14,3,22,2,147,2756.25,25,0
1095,1097,2025-04-14,2,6,3,143,1578.72,17,1
1096,1102,2025-04-14,1,7,1,141,7979.19,13,0
1097,1104,2025-04-14,1,4,2,152,11883.36,12,1
1098,1109,2025-04-14,3,31,1,148,3174.6,11,0
1099,1110,2025-04-14,1,14,4,149,8941.49,10,1
1100,1111,2025-04-14,2,22,2,157,2943.75,10,1
1101,1117,2025-04-14,3,1,1,145,11212.85,7,1
1102,1115,2025-04-15,2,26,6,144,8010.72,8,1
1103,1116,2025-04-15,2,30,6,147,4401.18,8,1
1104,1119,2025-04-15,1,1,1,144,11135.52,7,1
1105,1112,2025-04-16,3,9,4,150,1533.0,12,0
1106,1124,2025-04-17,1,29,6,150,2178.0,8,1
1107,1128,2025-04-17,1,31,1,141,3024.45,7,1
1108,1074,2025-04-18,1,23,5,150,12004.5,30,1
1109,1107,2025-04-18,3,2,3,142,8349.6,16,1
1110,1126,2025-04-18,3,25,1,144,1886.4,9,0
1111,1129,2025-04-18,2,29,6,143,2076.36,8,1
1112,1133,2025-04-18,2,7,1,146,8262.14,7,1
1113,1137,2025-04-18,3,13,1,159,11638.8,7,1
1114,1082,2025-04-21,3,17,5,149,11023.02,32,1
1115,1084,2025-04-21,3,23,5,146,11684.38,32,1
1116,1090,2025-04-21,2,24,5,140,11358.2,31,1
1117,1127,2025-04-21,1,22,2,142,2662.5,11,1
1118,1130,2025-04-21,3,15,4,150,6931.5,11,1
1119,1140,2025-04-21,1,25,1,173,2266.3,7,1
1120,1122,2025-04-23,1,15,4,151,6977.71,14,0
1121,1134,2025-04-23,2,13,1,169,12370.8,12,0
1122,1138,2025-04-23,1,9,4,154,1573.88,9,1
1123,1142,2025-04-24,3,28,2,151,1526.61,10,1
1124,1147,2025-04-24,2,25,1,145,1899.5,7,1
1125,1121,2025-04-25,1,5,3,148,831.76,16,1
1126,1125,2025-04-25,3,5,3,168,944.16,16,1
1127,1144,2025-04-25,2,12,4,144,8439.84,9,1
1128,1152,2025-04-25,3,7,1,157,8884.63,7,1
1129,1063,2025-04-28,2,20,5,150,8775.0,45,0
1130,1120,2025-04-28,3,6,3,141,1556.64,20,0
1131,1132,2025-04-28,1,2,3,142,8349.6,17,1
1132,1150,2025-04-28,1,30,6,153,4580.82,10,1
1133,1141,2025-04-29,2,4,2,145,11336.1,15,0
1134,1153,2025-04-29,1,26,6,153,8511.39,8,1
1135,1148,2025-04-30,2,27,6,142,11176.82,13,0
1136,1151,2025-04-30,2,11,4,147,7854.21,12,0
1137,1159,2025-04-30,3,30,6,144,4311.36,8,1
1138,1161,2025-04-30,2,19,1,152,2073.28,7,1
1139,1103,2025-05-01,2,23,5,173,13845.19,30,1
1140,1156,2025-05-01,1,12,4,142,8322.62,9,1
1141,1143,2025-05-02,2,2,3,146,8584.8,16,1
1142,1162,2025-05-02,3,14,4,167,10021.67,9,1
1143,1169,2025-05-02,2,31,1,144,3088.8,7,1
1144,1098,2025-05-05,3,24,5,130,10546.9,38,0
1145,1099,2025-05-05,1,24,5,132,10709.16,35,0
1146,1145,2025-05-05,1,3,3,142,4812.38,18,1
1147,1155,2025-05-05,3,19,1,153,2086.92,14,0
1148,1163,2025-05-05,3,27,6,146,11491.66,12,0
1149,1168,2025-05-05,2,14,4,141,8461.41,10,1
1150,1108,2025-05-07,3,18,5,158,7383.34,34,0
1151,1113,2025-05-07,1,21,5,170,3634.6,30,1
1152,1114,2025-05-07,2,18,5,142,6635.66,30,1
1153,1118,2025-05-07,3,21,5,144,3078.72,30,1
1154,1170,2025-05-07,3,11,4,162,8655.66,12,0
1155,1171,2025-05-07,3,12,4,148,8674.28,12,0
1156,1173,2025-05-08,2,10,2,151,9593.03,10,1
1157,1176,2025-05-08,2,26,6,159,8845.17,8,1
1158,1123,2025-05-09,1,20,5,155,9067.5,30,1
1159,1100,2025-05-12,2,21,5,146,3121.48,42,0
1160,1131,2025-05-12,3,20,5,148,8658.0,32,1
1161,1136,2025-05-12,2,23,5,153,12244.59,31,1
1162,1160,2025-05-12,1,6,3,147,1622.88,19,0
1163,1166,2025-05-12,2,3,3,149,5049.61,17,1
1164,1167,2025-05-12,2,6,3,147,1622.88,17,1
1165,1172,2025-05-12,2,1,1,156,12063.48,14,0
1166,1178,2025-05-12,1,4,2,157,12274.26,10,1
1167,1179,2025-05-12,1,14,4,155,9301.55,10,1
1168,1187,2025-05-12,3,25,1,149,1951.9,7,1
1169,1154,2025-05-13,3,10,2,150,9529.5,22,0
1170,1157,2025-05-13,2,9,4,165,1686.3,21,0
1171,1135,2025-05-14,2,17,5,168,12428.64,33,0
1172,1139,2025-05-14,1,17,5,157,11614.86,30,1
1173,1165,2025-05-14,3,3,3,148,5015.72,20,0
1174,1186,2025-05-14,3,9,4,170,1737.4,9,1
1175,1175,2025-05-15,2,5,3,161,904.82,16,1
1176,1184,2025-05-15,1,28,2,147,1486.17,10,1
1177,1194,2025-05-15,2,7,1,151,8545.09,7,1
1178,1188,2025-05-16,1,10,2,161,10228.33,10,1
1179,1189,2025-05-16,3,22,2,142,2662.5,10,1
1180,1196,2025-05-16,2,29,6,158,2294.16,8,1
1181,1146,2025-05-19,1,18,5,144,6729.12,32,1
1182,1174,2025-05-19,3,26,6,153,8511.39,21,0
1183,1183,2025-05-19,1,13,1,151,11053.2,14,0
1184,1197,2025-05-19,1,29,6,148,2148.96,10,1
1185,1198,2025-05-19,3,4,2,146,11414.28,10,1
1186,1199,2025-05-19,3,31,1,148,3174.6,10,0
1187,1205,2025-05-20,1,7,1,143,8092.37,7,1
1188,1180,2025-05-21,1,19,1,141,1923.24,19,0
1189,1185,2025-05-21,3,6,3,150,1656.0,16,1
1190,1195,2025-05-21,2,28,2,154,1556.94,13,0
1191,1200,2025-05-21,1,11,4,150,8014.5,9,1
1192,1202,2025-05-21,3,15,4,142,6561.82,9,1
1193,1208,2025-05-21,2,27,6,154,12121.34,8,1
1194,1158,2025-05-22,2,20,5,142,8307.0,30,1
1195,1207,2025-05-22,2,12,4,143,8381.23,9,1
1196,1210,2025-05-22,1,27,6,144,11334.24,8,1
1197,1191,2025-05-23,3,2,3,150,8820.0,16,1
1198,1209,2025-05-23,1,15,4,155,7162.55,9,1
1199,1217,2025-05-23,3,19,1,163,2223.32,7,1
1200,1149,2025-05-26,3,23,5,142,11364.26,39,0
1201,1164,2025-05-26,2,21,5,141,3014.58,32,1
1202,1201,2025-05-26,2,15,4,148,6839.08,14,0
1203,1206,2025-05-26,2,4,2,144,11257.92,13,0
1204,1211,2025-05-26,2,22,2,141,2643.75,12,1
1205,1193,2025-05-27,1,1,1,152,11754.16,19,0
1206,1221,2025-05-27,3,30,6,164,4910.16,8,1
1207,1204,2025-05-29,1,5,3,141,792.42,16,1
1208,1224,2025-05-29,3,12,4,141,8264.01,9,1
1209,1231,2025-05-29,1,31,1,146,3131.7,7,1
1210,1226,2025-05-30,2,11,4,142,7587.06,9,1
1211,1234,2025-05-30,2,13,1,146,10687.2,7,1
1212,1177,2025-06-02,2,18,5,147,6869.31,32,1
1213,1181,2025-06-02,1,23,5,143,11444.29,31,1
1214,1182,2025-06-02,3,21,5,154,3292.52,31,1
1215,1212,2025-06-02,1,9,4,155,1584.1,17,0
1216,1215,2025-06-02,2,3,3,143,4846.27,17,1
1217,1220,2025-06-02,3,26,6,170,9457.1,14,0
1218,1225,2025-06-02,2,10,2,142,9021.26,12,1
1219,1228,2025-06-02,3,10,2,146,9275.38,12,1
1220,1233,2025-06-02,1,30,6,148,4431.12,10,1
1221,1203,2025-06-03,1,3,3,154,5219.06,21,0
1222,1216,2025-06-04,3,13,1,146,10687.2,19,0
1223,1219,2025-06-04,3,5,3,147,826.14,16,1
1224,1222,2025-06-04,1,22,2,151,2831.25,15,0
1225,1236,2025-06-04,1,14,4,152,9121.52,9,1
1226,1242,2025-06-04,2,25,1,158,2069.8,7,1
1227,1237,2025-06-05,2,28,2,147,1486.17,10,1
1228,1240,2025-06-05,2,9,4,141,1441.02,9,1
1229,1243,2025-06-05,3,27,6,153,12042.63,8,1
1230,1244,2025-06-05,1,25,1,151,1978.1,7,1
1231,1192,2025-06-06,3,17,5,154,11392.92,30,1
1232,1190,2025-06-09,1,20,5,145,8482.5,33,0
1233,1223,2025-06-09,3,1,1,152,11754.16,20,0
1234,1238,2025-06-09,2,30,6,161,4820.34,14,0
1235,1254,2025-06-09,2,7,1,144,8148.96,7,1
1236,1247,2025-06-10,3,31,1,152,3260.4,12,0
1237,1256,2025-06-10,3,29,6,143,2076.36,8,1
1238,1235,2025-06-11,1,6,3,154,1700.16,16,1
1239,1250,2025-06-11,2,14,4,144,8641.44,12,0
1240,1252,2025-06-11,3,11,4,165,8815.95,12,0
1241,1255,2025-06-11,3,14,4,173,10381.73,9,1
1242,1239,2025-06-12,1,2,3,150,8820.0,16,1
1243,1257,2025-06-12,1,12,4,154,9025.94,9,1
1244,1258,2025-06-12,1,13,1,146,10687.2,9,0
1245,1260,2025-06-12,2,12,4,143,8381.23,9,1
1246,1263,2025-06-12,2,29,6,155,2250.6,8,1
1247,1266,2025-06-13,1,29,6,145,2105.4,8,1
1248,1213,2025-06-16,1,17,5,152,11244.96,31,1
1249,1214,2025-06-16,1,21,5,142,3035.96,31,1
1250,1241,2025-06-16,2,19,1,148,2018.72,19,0
1251,1248,2025-06-16,1,4,2,158,12352.44,17,0
1252,1249,2025-06-16,2,2,3,141,8290.8,17,1
1253,1265,2025-06-16,3,28,2,164,1658.04,12,1
1254,1272,2025-06-16,3,15,4,146,6746.66,10,1
1255,1262,2025-06-17,2,26,6,162,9012.06,13,0
1256,1273,2025-06-17,2,27,6,143,11255.53,8,1
1257,1276,2025-06-17,1,19,1,142,1936.88,7,1
1258,1245,2025-06-18,1,26,6,169,9401.47,20,0
1259,1278,2025-06-19,3,9,4,145,1481.9,9,1
1260,1284,2025-06-19,2,31,1,153,3281.85,7,1
1261,1227,2025-06-20,2,17,5,158,11688.84,30,1
1262,1229,2025-06-20,3,18,5,142,6635.66,30,1
1263,1280,2025-06-20,1,11,4,152,8121.36,9,1
1264,1230,2025-06-23,3,20,5,150,8775.0,33,0
1265,1246,2025-06-23,2,6,3,153,1689.12,25,0
1266,1264,2025-06-23,3,25,1,141,1847.1,19,0
1267,1267,2025-06-23,2,4,2,141,11023.38,18,0
1268,1268,2025-06-23,1,10,2,147,9338.91,17,0
1269,1271,2025-06-23,3,3,3,147,4981.83,17,1
1270,1286,2025-06-23,1,28,2,141,1425.51,10,1
1271,1288,2025-06-23,3,10,2,154,9783.62,10,1
1272,1290,2025-06-23,2,19,1,148,2018.72,7,1
1273,1291,2025-06-23,3,7,1,148,8375.32,7,1
1274,1293,2025-06-24,3,30,6,149,4461.06,8,1
1275,1296,2025-06-24,3,13,1,148,10833.6,7,1
1276,1282,2025-06-25,1,15,4,144,6654.24,13,0
1277,1289,2025-06-25,1,1,1,163,12604.79,9,0
1278,1277,2025-06-26,2,5,3,157,882.34,16,1
1279,1295,2025-06-26,1,9,4,149,1522.78,9,1
1280,1297,2025-06-26,1,27,6,141,11098.11,8,1
1281,1274,2025-06-27,3,2,3,144,8467.2,18,0
1282,1275,2025-06-27,3,5,3,150,843.0,18,0
1283,1302,2025-06-27,2,25,1,142,1860.2,7,1
1284,1218,2025-06-30,2,23,5,149,11924.47,42,0
1285,1251,2025-06-30,2,18,5,152,7102.96,31,1
1286,1279,2025-06-30,1,5,3,160,899.2,19,0
1287,1285,2025-06-30,3,6,3,150,1656.0,18,1
1288,1287,2025-06-30,3,4,2,147,11492.46,17,0
1289,1292,2025-06-30,3,22,2,154,2887.5,14,0
1290,1298,2025-06-30,2,10,2,149,9465.97,12,1
1291,1300,2025-06-30,1,4,2,149,11648.82,11,1
1292,1303,2025-06-30,1,31,1,151,3238.95,7,1
1293,1308,2025-07-02,2,1,1,147,11367.51,7,1
1294,1259,2025-07-03,1,18,5,155,7243.15,30,1
1295,1261,2025-07-03,3,23,5,144,11524.32,30,1
1296,1310,2025-07-03,1,7,1,148,8375.32,7,1
1297,1305,2025-07-04,2,15,4,143,6608.03,11,0
1298,1232,2025-07-07,2,21,5,145,3100.1,46,0
1299,1253,2025-07-07,3,21,5,172,3677.36,38,0
1300,1269,2025-07-07,1,17,5,151,11170.98,31,1
1301,1270,2025-07-07,1,20,5,145,8482.5,31,1
1302,1301,2025-07-07,2,22,2,145,2718.75,17,0
1303,1312,2025-07-07,2,11,4,177,9457.11,11,1
1304,1313,2025-07-07,2,28,2,142,1435.62,11,1
1305,1315,2025-07-07,3,28,2,152,1536.72,11,1
1306,1316,2025-07-07,1,26,6,153,8511.39,10,1
1307,1318,2025-07-07,1,30,6,156,4670.64,10,1
1308,1319,2025-07-07,2,29,6,144,2090.88,10,1
1309,1320,2025-07-07,2,30,6,157,4700.58,10,1
1310,1294,2025-07-08,1,3,3,153,5185.17,21,0
1311,1324,2025-07-08,1,19,1,144,1964.16,7,1
1312,1304,2025-07-09,2,6,3,171,1887.84,16,1
1313,1306,2025-07-09,1,22,2,147,2756.25,15,0
1314,1322,2025-07-09,3,26,6,153,8511.39,12,0
1315,1328,2025-07-09,3,1,1,142,10980.86,7,1
1316,1329,2025-07-10,3,29,6,162,2352.24,8,1
1317,1281,2025-07-11,2,20,5,171,10003.5,30,1
1318,1334,2025-07-11,2,13,1,162,11858.4,7,1
1319,1283,2025-07-14,1,23,5,142,11364.26,32,1
1320,1314,2025-07-14,3,3,3,148,5015.72,18,1
1321,1317,2025-07-14,1,29,6,159,2308.68,17,0
1322,1331,2025-07-14,2,9,4,154,1573.88,11,1
1323,1332,2025-07-14,2,14,4,142,8521.42,11,1
1324,1333,2025-07-14,3,19,1,145,1977.8,11,0
1325,1336,2025-07-14,3,15,4,144,6654.24,10,1
1326,1341,2025-07-14,3,25,1,159,2082.9,7,1
1327,1342,2025-07-15,3,27,6,157,12357.47,8,1
1328,1345,2025-07-15,1,13,1,147,10760.4,7,1
1329,1335,2025-07-16,2,26,6,143,7955.09,12,0
1330,1339,2025-07-16,3,11,4,146,7800.78,9,1
1331,1340,2025-07-16,3,12,4,148,8674.28,9,1
1332,1338,2025-07-17,3,4,2,154,12039.72,10,1
1333,1344,2025-07-17,1,12,4,147,8615.67,9,1
1334,1351,2025-07-17,3,7,1,155,8771.45,7,1
1335,1299,2025-07-18,3,20,5,149,8716.5,30,1
1336,1326,2025-07-18,2,5,3,152,854.24,16,1
1337,1346,2025-07-18,1,15,4,153,7070.13,9,1
1338,1325,2025-07-21,1,6,3,143,1578.72,19,0
1339,1330,2025-07-21,2,3,3,143,4846.27,18,1
1340,1349,2025-07-21,1,25,1,149,1951.9,11,0
1341,1350,2025-07-21,2,4,2,159,12430.62,11,1
1342,1352,2025-07-21,3,14,4,147,8821.47,11,1
1343,1358,2025-07-21,3,31,1,151,3238.95,10,0
1344,1359,2025-07-21,2,7,1,148,8375.32,7,1
1345,1337,2025-07-23,2,2,3,141,8290.8,16,1
1346,1362,2025-07-23,1,27,6,154,12121.34,8,1
1347,1368,2025-07-23,1,31,1,145,3110.25,7,1
1348,1369,2025-07-23,2,31,1,148,3174.6,7,1
1349,1343,2025-07-24,1,3,3,173,5862.97,16,1
1350,1360,2025-07-24,1,9,4,143,1461.46,9,1
1351,1366,2025-07-24,3,9,4,145,1481.9,9,1
1352,1375,2025-07-24,2,19,1,157,2141.48,7,1
1353,1367,2025-07-25,3,28,2,149,1506.39,10,1
1354,1376,2025-07-25,2,27,6,172,13538.12,8,1
1355,1311,2025-07-28,1,17,5,144,10653.12,32,1
1356,1321,2025-07-28,3,23,5,143,11444.29,31,1
1357,1355,2025-07-28,3,2,3,145,8526.0,17,1
1358,1356,2025-07-28,3,6,3,142,1567.68,17,1
1359,1371,2025-07-28,3,10,2,142,9021.26,12,1
1360,1380,2025-07-28,3,29,6,144,2090.88,10,1
1361,1382,2025-07-28,3,13,1,141,10321.2,7,1
1362,1309,2025-07-30,2,23,5,141,11284.23,35,0
1363,1323,2025-07-30,2,21,5,146,3121.48,30,1
1364,1374,2025-07-30,1,14,4,162,9721.62,13,0
1365,1378,2025-07-30,1,30,6,146,4371.24,12,0
1366,1381,2025-07-31,1,4,2,146,11414.28,10,1
1367,1386,2025-07-31,1,26,6,147,8177.61,8,1
1368,1387,2025-07-31,1,19,1,150,2046.0,7,1
1369,1370,2025-08-01,3,5,3,153,859.86,16,1
1370,1373,2025-08-04,1,10,2,164,10418.92,18,0
1371,1384,2025-08-04,1,1,1,142,10980.86,12,0
1372,1389,2025-08-04,2,28,2,141,1425.51,11,1
1373,1391,2025-08-04,3,30,6,141,4221.54,10,1
1374,1394,2025-08-04,2,1,1,145,11212.85,7,1
1375,1307,2025-08-05,3,17,5,152,11244.96,42,0
1376,1363,2025-08-05,2,12,4,145,8498.45,21,0
1377,1393,2025-08-05,1,29,6,146,2119.92,8,1
1378,1399,2025-08-05,3,26,6,156,8678.28,8,1
1379,1400,2025-08-05,1,25,1,146,1912.6,7,1
1380,1402,2025-08-05,2,25,1,141,1847.1,7,1
1381,1377,2025-08-06,1,2,3,148,8702.4,19,0
1382,1385,2025-08-06,1,11,4,143,7640.49,14,0
1383,1388,2025-08-06,2,15,4,143,6608.03,13,0
1384,1392,2025-08-07,1,28,2,160,1617.6,10,1
1385,1409,2025-08-07,3,7,1,148,8375.32,7,1
1386,1347,2025-08-08,1,20,5,154,9009.0,30,1
1387,1348,2025-08-08,2,20,5,157,9184.5,30,1
1388,1401,2025-08-08,2,10,2,155,9847.15,10,1
1389,1404,2025-08-08,3,22,2,141,2643.75,10,1
1390,1354,2025-08-11,1,21,5,145,3100.1,31,1
1391,1357,2025-08-11,3,18,5,146,6822.58,31,1
1392,1390,2025-08-11,2,3,3,148,5015.72,17,1
1393,1403,2025-08-11,2,30,6,155,4640.7,13,0
1394,1406,2025-08-11,3,16,2,32,713.28,12,1
1395,1413,2025-08-11,3,12,4,147,8615.67,10,1
1396,1414,2025-08-11,1,31,1,145,3110.25,7,1
1397,1397,2025-08-12,2,22,2,158,2962.5,15,0
1398,1327,2025-08-13,2,18,5,142,6635.66,42,0
1399,1395,2025-08-13,2,5,3,157,882.34,16,1
1400,1396,2025-08-13,2,6,3,157,1733.28,16,1
1401,1411,2025-08-13,1,7,1,146,8262.14,12,0
1402,1417,2025-08-13,1,27,6,172,13538.12,8,1
1403,1419,2025-08-13,3,27,6,143,11255.53,8,1
1404,1364,2025-08-14,2,17,5,151,11170.98,30,1
1405,1365,2025-08-14,2,21,5,146,3121.48,30,1
1406,1422,2025-08-14,1,13,1,153,11199.6,7,1
1407,1372,2025-08-15,3,20,5,143,8365.5,30,1
1408,1405,2025-08-15,3,2,3,148,8702.4,16,1
1409,1420,2025-08-15,2,11,4,142,7587.06,9,1
1410,1379,2025-08-18,3,23,5,142,11364.26,31,1
1411,1398,2025-08-18,3,3,3,145,4914.05,21,0
1412,1407,2025-08-18,2,14,4,148,8881.48,18,0
1413,1423,2025-08-18,1,9,4,152,1553.44,10,1
1414,1424,2025-08-18,1,10,2,175,11117.75,10,1
1415,1425,2025-08-18,1,12,4,164,9612.04,10,1
1416,1428,2025-08-18,2,25,1,146,1912.6,7,1
1417,1361,2025-08-19,1,18,5,154,7196.42,35,0
1418,1418,2025-08-20,2,4,2,150,11727.0,15,0
1419,1430,2025-08-20,2,26,6,149,8288.87,8,1
1420,1431,2025-08-20,2,29,6,160,2323.2,8,1
1421,1436,2025-08-20,2,13,1,164,12004.8,7,1
1422,1438,2025-08-20,3,25,1,145,1899.5,7,1
1423,1383,2025-08-21,3,21,5,155,3313.9,30,1
1424,1435,2025-08-22,2,9,4,153,1563.66,9,1
1425,1445,2025-08-22,2,7,1,146,8262.14,7,1
1426,1446,2025-08-22,3,31,1,151,3238.95,7,1
1427,1353,2025-08-25,3,17,5,144,10653.12,46,0
1428,1421,2025-08-25,1,5,3,143,803.66,18,1
1429,1433,2025-08-25,1,22,2,141,2643.75,12,1
1430,1437,2025-08-25,3,4,2,142,11101.56,12,1
1431,1439,2025-08-25,3,28,2,150,1516.5,12,1
1432,1442,2025-08-25,3,14,4,143,8581.43,11,1
1433,1449,2025-08-25,2,19,1,144,1964.16,7,1
1434,1416,2025-08-26,1,6,3,151,1667.04,21,0
1435,1440,2025-08-26,2,31,1,141,3024.45,12,0
1436,1452,2025-08-27,1,32,6,33,348.48,8,1
1437,1461,2025-08-28,3,1,1,168,12991.44,7,1
1438,1454,2025-08-29,3,22,2,178,3337.5,10,1
1439,1458,2025-08-29,1,25,1,143,1873.3,9,0
1440,1408,2025-09-01,2,23,5,171,13685.13,32,1
1441,1410,2025-09-01,3,18,5,167,7803.91,32,1
1442,1429,2025-09-01,1,19,1,142,1936.88,20,0
1443,1444,2025-09-01,2,5,3,144,809.28,17,1
1444,1451,2025-09-01,1,30,6,150,4491.0,13,0
1445,1462,2025-09-01,1,15,4,154,7116.34,10,1
1446,1463,2025-09-01,3,15,4,143,6608.03,10,1
1447,1467,2025-09-01,3,7,1,145,8205.55,7,1
1448,1434,2025-09-03,2,2,3,146,8584.8,21,0
1449,1447,2025-09-03,1,8,3,39,1815.45,16,1
1450,1459,2025-09-03,1,4,2,141,11023.38,13,0
1451,1473,2025-09-03,3,13,1,144,10540.8,7,1
1452,1453,2025-09-04,2,6,3,146,1611.84,16,1
1453,1464,2025-09-04,1,26,6,145,8066.35,10,0
1454,1475,2025-09-04,3,29,6,151,2192.52,8,1
1455,1441,2025-09-08,3,11,4,143,7640.49,25,0
1456,1450,2025-09-08,3,9,4,161,1645.42,21,0
1457,1457,2025-09-08,1,3,3,143,4846.27,19,0
1458,1468,2025-09-08,3,26,6,162,9012.06,14,0
1459,1480,2025-09-08,3,12,4,150,8791.5,11,1
