Date,WarehouseID,Stage,CapacityUnits,CompletedUnits,OpeningQueueUnits,ClosingQueueUnits,WaitUnitDays
2025-06-12,2,Pack,195,171,171,0,171
2025-06-12,2,Pick,262,145,191,46,0
2025-06-12,3,Dispatch,246,199,199,0,199
2025-06-12,3,Pack,221,186,186,0,186
2025-06-12,3,Pick,261,130,164,34,0
2025-06-13,1,Dispatch,251,188,188,0,188
2025-06-13,1,Pack,190,164,164,0,164
2025-06-13,1,Pick,226,128,195,67,0
2025-06-13,2,Dispatch,261,171,171,0,171
2025-06-13,2,Pack,189,145,145,0,145
2025-06-13,2,Pick,249,173,240,67,0
2025-06-13,3,Dispatch,256,186,186,0,186
2025-06-13,3,Pack,189,130,130,0,130
2025-06-13,3,Pick,246,197,231,34,0
2025-06-16,1,Dispatch,249,164,164,0,492
2025-06-16,1,Pack,235,128,128,0,384
2025-06-16,1,Pick,244,224,261,37,177
2025-06-16,2,Dispatch,211,145,145,0,435
2025-06-16,2,Pack,233,173,173,0,519
2025-06-16,2,Pick,219,215,215,0,368
2025-06-16,3,Dispatch,222,130,130,0,390
2025-06-16,3,Pack,212,197,197,0,591
2025-06-16,3,Pick,232,220,220,0,149
2025-06-17,1,Dispatch,236,128,128,0,128
2025-06-17,1,Pack,233,224,224,0,224
2025-06-17,1,Pick,241,241,284,43,11
2025-06-17,2,Dispatch,211,173,173,0,173
2025-06-17,2,Pack,210,210,215,5,210
2025-06-17,2,Pick,223,168,185,17,0
2025-06-17,3,Dispatch,256,197,197,0,197
2025-06-17,3,Pack,234,220,220,0,220
2025-06-17,3,Pick,211,161,161,0,0
2025-06-18,1,Dispatch,256,224,224,0,224
2025-06-18,1,Pack,233,233,241,8,233
2025-06-18,1,Pick,265,189,189,0,148
2025-06-18,2,Dispatch,256,210,210,0,210
2025-06-18,2,Pack,205,173,173,0,178
2025-06-18,2,Pick,234,184,201,17,0
2025-06-18,3,Dispatch,224,220,220,0,220
2025-06-18,3,Pack,225,161,161,0,161
2025-06-18,3,Pick,254,173,173,0,0
2025-06-19,1,Dispatch,204,204,233,29,204
2025-06-19,1,Pack,217,197,197,0,205
2025-06-19,1,Pick,247,237,237,0,0
2025-06-19,2,Dispatch,215,173,173,0,173
2025-06-19,2,Pack,227,184,184,0,184
2025-06-19,2,Pick,216,155,194,39,0
2025-06-19,3,Dispatch,256,161,161,0,161
2025-06-19,3,Pack,218,173,173,0,173
2025-06-19,3,Pick,267,150,150,0,0
2025-06-20,1,Dispatch,213,213,226,13,242
2025-06-20,1,Pack,184,184,237,53,184
2025-06-20,1,Pick,257,148,148,0,0
2025-06-20,2,Dispatch,200,184,184,0,184
2025-06-20,2,Pack,222,155,155,0,155
2025-06-20,2,Pick,250,167,206,39,0
2025-06-20,3,Dispatch,240,173,173,0,173
2025-06-20,3,Pack,210,150,150,0,150
2025-06-20,3,Pick,241,189,213,24,0
2025-06-23,1,Dispatch,242,197,197,0,604
2025-06-23,1,Pack,211,201,201,0,656
2025-06-23,1,Pick,247,195,195,0,0
2025-06-23,2,Dispatch,230,155,155,0,465
2025-06-23,2,Pack,204,167,167,0,501
2025-06-23,2,Pick,216,177,177,0,190
2025-06-23,3,Dispatch,234,150,150,0,450
2025-06-23,3,Pack,212,189,189,0,567
2025-06-23,3,Pick,230,204,206,2,66
2025-06-24,1,Dispatch,215,201,201,0,201
2025-06-24,1,Pack,221,195,195,0,195
2025-06-24,1,Pick,220,204,204,0,0
2025-06-24,2,Dispatch,249,167,167,0,167
2025-06-24,2,Pack,200,177,177,0,177
2025-06-24,2,Pick,207,172,172,0,0
2025-06-24,3,Dispatch,201,189,189,0,189
2025-06-24,3,Pack,241,204,204,0,204
2025-06-24,3,Pick,236,223,225,2,0
2025-06-25,1,Dispatch,255,195,195,0,195
2025-06-25,1,Pack,220,204,204,0,204
2025-06-25,1,Pick,233,185,185,0,0
2025-06-25,2,Dispatch,232,177,177,0,177
2025-06-25,2,Pack,197,172,172,0,172
2025-06-25,2,Pick,218,167,172,5,0
2025-06-25,3,Dispatch,263,204,204,0,204
2025-06-25,3,Pack,225,223,223,0,223
2025-06-25,3,Pick,251,138,140,2,0
2025-06-26,1,Dispatch,206,204,204,0,204
2025-06-26,1,Pack,205,185,185,0,185
2025-06-26,1,Pick,249,174,174,0,0
2025-06-26,2,Dispatch,228,172,172,0,172
2025-06-26,2,Pack,185,167,167,0,167
2025-06-26,2,Pick,208,199,199,0,5
2025-06-26,3,Dispatch,245,223,223,0,223
2025-06-26,3,Pack,191,138,138,0,138
2025-06-26,3,Pick,206,166,182,16,0
2025-06-27,1,Dispatch,239,185,185,0,185
2025-06-27,1,Pack,239,174,174,0,174
2025-06-27,1,Pick,231,179,179,0,0
2025-06-27,2,Dispatch,210,167,167,0,167
2025-06-27,2,Pack,190,190,199,9,190
2025-06-27,2,Pick,224,153,153,0,0
2025-06-27,3,Dispatch,208,138,138,0,138
2025-06-27,3,Pack,195,166,166,0,166
2025-06-27,3,Pick,240,146,162,16,0
2025-06-30,1,Dispatch,210,174,174,0,522
2025-06-30,1,Pack,228,179,179,0,537
2025-06-30,1,Pick,246,206,206,0,0
2025-06-30,2,Dispatch,263,190,190,0,570
2025-06-30,2,Pack,210,162,162,0,495
2025-06-30,2,Pick,220,133,133,0,0
2025-06-30,3,Dispatch,221,166,166,0,498
2025-06-30,3,Pack,220,146,146,0,438
2025-06-30,3,Pick,238,168,168,0,76
2025-07-01,1,Dispatch,229,179,179,0,179
2025-07-01,1,Pack,212,206,206,0,206
2025-07-01,1,Pick,264,149,152,3,0
2025-07-01,2,Dispatch,222,162,162,0,162
2025-07-01,2,Pack,189,133,133,0,133
2025-07-01,2,Pick,261,167,167,0,0
2025-07-01,3,Dispatch,209,146,146,0,146
2025-07-01,3,Pack,230,168,168,0,168
2025-07-01,3,Pick,227,211,211,0,0
2025-07-02,1,Dispatch,214,206,206,0,206
2025-07-02,1,Pack,204,149,149,0,149
2025-07-02,1,Pick,242,194,206,12,0
2025-07-02,2,Dispatch,258,133,133,0,133
2025-07-02,2,Pack,189,167,167,0,167
2025-07-02,2,Pick,234,225,225,0,0
2025-07-02,3,Dispatch,229,168,168,0,168
2025-07-02,3,Pack,236,211,211,0,211
2025-07-02,3,Pick,217,206,206,0,0
2025-07-03,1,Dispatch,246,149,149,0,149
2025-07-03,1,Pack,187,187,194,7,187
2025-07-03,1,Pick,217,134,152,18,0
2025-07-03,2,Dispatch,236,167,167,0,167
2025-07-03,2,Pack,237,225,225,0,225
2025-07-03,2,Pick,234,154,154,0,0
2025-07-03,3,Dispatch,233,211,211,0,211
2025-07-03,3,Pack,189,189,206,17,189
2025-07-03,3,Pick,226,162,162,0,0
2025-07-04,1,Dispatch,232,187,187,0,187
2025-07-04,1,Pack,225,141,141,0,148
2025-07-04,1,Pick,248,156,174,18,0
2025-07-04,2,Dispatch,245,225,225,0,225
2025-07-04,2,Pack,190,154,154,0,154
2025-07-04,2,Pick,224,156,156,0,0
2025-07-04,3,Dispatch,209,189,189,0,189
2025-07-04,3,Pack,206,179,179,0,196
2025-07-04,3,Pick,229,210,210,0,0
2025-07-07,1,Dispatch,253,141,141,0,423
2025-07-07,1,Pack,209,156,156,0,468
2025-07-07,1,Pick,211,103,161,58,0
2025-07-07,2,Dispatch,233,154,154,0,462
2025-07-07,2,Pack,209,156,156,0,468
2025-07-07,2,Pick,215,207,207,0,0
2025-07-07,3,Dispatch,261,179,179,0,537
2025-07-07,3,Pack,216,210,210,0,630
2025-07-07,3,Pick,209,141,141,0,0
2025-07-08,1,Dispatch,214,156,156,0,156
2025-07-08,1,Pack,236,103,103,0,103
2025-07-08,1,Pick,207,194,207,13,132
2025-07-08,2,Dispatch,258,156,156,0,156
2025-07-08,2,Pack,230,207,207,0,207
2025-07-08,2,Pick,227,194,194,0,0
2025-07-08,3,Dispatch,263,210,210,0,210
2025-07-08,3,Pack,236,141,141,0,141
2025-07-08,3,Pick,250,185,185,0,0
2025-07-09,1,Dispatch,234,103,103,0,103
2025-07-09,1,Pack,220,194,194,0,194
2025-07-09,1,Pick,214,186,199,13,0
2025-07-09,2,Dispatch,223,207,207,0,207
2025-07-09,2,Pack,220,194,194,0,194
2025-07-09,2,Pick,255,142,142,0,0
2025-07-09,3,Dispatch,234,141,141,0,141
2025-07-09,3,Pack,224,185,185,0,185
2025-07-09,3,Pick,243,143,151,8,0
2025-07-10,1,Dispatch,205,194,194,0,194
2025-07-10,1,Pack,236,186,186,0,186
2025-07-10,1,Pick,214,213,233,20,0
2025-07-10,2,Dispatch,233,194,194,0,194
2025-07-10,2,Pack,225,142,142,0,142
2025-07-10,2,Pick,261,236,236,0,0
2025-07-10,3,Dispatch,249,185,185,0,185
2025-07-10,3,Pack,239,143,143,0,143
2025-07-10,3,Pick,251,212,212,0,8
2025-07-11,1,Dispatch,214,186,186,0,186
2025-07-11,1,Pack,215,213,213,0,213
2025-07-11,1,Pick,265,140,160,20,0
2025-07-11,2,Dispatch,233,142,142,0,142
2025-07-11,2,Pack,220,220,236,16,220
2025-07-11,2,Pick,267,172,172,0,0
2025-07-11,3,Dispatch,257,143,143,0,143
2025-07-11,3,Pack,240,212,212,0,212
2025-07-11,3,Pick,228,164,164,0,0
2025-07-14,1,Dispatch,207,207,213,6,621
2025-07-14,1,Pack,204,140,140,0,420
2025-07-14,1,Pick,241,235,235,0,119
2025-07-14,2,Dispatch,261,220,220,0,660
2025-07-14,2,Pack,229,188,188,0,580
2025-07-14,2,Pick,206,200,200,0,0
2025-07-14,3,Dispatch,250,212,212,0,636
2025-07-14,3,Pack,211,164,164,0,492
2025-07-14,3,Pick,223,148,149,1,0
2025-07-15,1,Dispatch,217,146,146,0,164
2025-07-15,1,Pack,230,230,235,5,230
2025-07-15,1,Pick,205,179,179,0,0
2025-07-15,2,Dispatch,231,188,188,0,188
2025-07-15,2,Pack,222,200,200,0,200
2025-07-15,2,Pick,209,160,160,0,0
2025-07-15,3,Dispatch,232,164,164,0,164
2025-07-15,3,Pack,204,148,148,0,148
2025-07-15,3,Pick,252,133,134,1,0
2025-07-16,1,Dispatch,248,230,230,0,230
2025-07-16,1,Pack,185,184,184,0,189
2025-07-16,1,Pick,268,182,183,1,0
2025-07-16,2,Dispatch,261,200,200,0,200
2025-07-16,2,Pack,231,160,160,0,160
2025-07-16,2,Pick,223,209,209,0,0
2025-07-16,3,Dispatch,220,148,148,0,148
2025-07-16,3,Pack,232,133,133,0,133
2025-07-16,3,Pick,251,251,273,22,0
2025-07-17,1,Dispatch,234,184,184,0,184
2025-07-17,1,Pack,206,182,182,0,182
2025-07-17,1,Pick,238,200,223,23,0
2025-07-17,2,Dispatch,203,160,160,0,160
2025-07-17,2,Pack,238,209,209,0,209
2025-07-17,2,Pick,219,219,227,8,0
2025-07-17,3,Dispatch,234,133,133,0,133
2025-07-17,3,Pack,235,235,251,16,235
2025-07-17,3,Pick,221,221,229,8,24
2025-07-18,1,Dispatch,236,182,182,0,182
2025-07-18,1,Pack,240,200,200,0,200
2025-07-18,1,Pick,260,169,192,23,0
2025-07-18,2,Dispatch,212,209,209,0,209
2025-07-18,2,Pack,237,219,219,0,219
2025-07-18,2,Pick,267,205,205,0,8
2025-07-18,3,Dispatch,203,203,235,32,203
2025-07-18,3,Pack,226,226,237,11,242
2025-07-18,3,Pick,250,227,227,0,8
2025-07-21,1,Dispatch,210,200,200,0,600
2025-07-21,1,Pack,202,169,169,0,507
2025-07-21,1,Pick,248,205,205,0,93
2025-07-21,2,Dispatch,226,219,219,0,657
2025-07-21,2,Pack,204,204,205,1,612
2025-07-21,2,Pick,204,161,161,0,0
2025-07-21,3,Dispatch,242,242,258,16,758
2025-07-21,3,Pack,235,235,238,3,716
2025-07-21,3,Pick,246,133,133,0,0
2025-07-22,1,Dispatch,232,169,169,0,169
2025-07-22,1,Pack,193,193,205,12,193
2025-07-22,1,Pick,222,147,147,0,0
2025-07-22,2,Dispatch,242,204,204,0,204
2025-07-22,2,Pack,236,162,162,0,165
2025-07-22,2,Pick,214,141,141,0,0
2025-07-22,3,Dispatch,232,232,251,19,280
2025-07-22,3,Pack,187,136,136,0,145
2025-07-22,3,Pick,209,197,197,0,0
2025-07-23,1,Dispatch,235,193,193,0,193
2025-07-23,1,Pack,202,159,159,0,171
2025-07-23,1,Pick,206,206,211,5,0
2025-07-23,2,Dispatch,207,162,162,0,162
2025-07-23,2,Pack,210,141,141,0,141
2025-07-23,2,Pick,211,211,230,19,0
2025-07-23,3,Dispatch,215,155,155,0,174
2025-07-23,3,Pack,232,197,197,0,197
2025-07-23,3,Pick,240,195,195,0,0
2025-07-24,1,Dispatch,243,159,159,0,159
2025-07-24,1,Pack,211,206,206,0,206
2025-07-24,1,Pick,266,213,213,0,5
2025-07-24,2,Dispatch,216,141,141,0,141
2025-07-24,2,Pack,236,211,211,0,211
2025-07-24,2,Pick,231,207,207,0,19
2025-07-24,3,Dispatch,249,197,197,0,197
2025-07-24,3,Pack,236,195,195,0,195
2025-07-24,3,Pick,254,231,239,8,0
2025-07-25,1,Dispatch,246,206,206,0,206
2025-07-25,1,Pack,194,194,213,19,194
2025-07-25,1,Pick,260,160,160,0,0
2025-07-25,2,Dispatch,209,209,211,2,209
2025-07-25,2,Pack,237,207,207,0,207
2025-07-25,2,Pick,237,185,199,14,0
2025-07-25,3,Dispatch,226,195,195,0,195
2025-07-25,3,Pack,223,223,231,8,223
2025-07-25,3,Pick,263,187,195,8,0
2025-07-28,1,Dispatch,225,194,194,0,582
2025-07-28,1,Pack,237,179,179,0,556
2025-07-28,1,Pick,217,179,179,0,0
2025-07-28,2,Dispatch,223,209,209,0,629
2025-07-28,2,Pack,214,185,185,0,555
2025-07-28,2,Pick,224,205,219,14,0
2025-07-28,3,Dispatch,225,223,223,0,669
2025-07-28,3,Pack,239,195,195,0,593
2025-07-28,3,Pick,210,149,157,8,0
2025-07-29,1,Dispatch,261,179,179,0,179
2025-07-29,1,Pack,187,179,179,0,179
2025-07-29,1,Pick,213,210,210,0,0
2025-07-29,2,Dispatch,217,185,185,0,185
2025-07-29,2,Pack,230,205,205,0,205
2025-07-29,2,Pick,231,160,174,14,0
2025-07-29,3,Dispatch,225,195,195,0,195
2025-07-29,3,Pack,205,149,149,0,149
2025-07-29,3,Pick,244,207,215,8,0
2025-07-30,1,Dispatch,260,179,179,0,179
2025-07-30,1,Pack,194,194,210,16,194
2025-07-30,1,Pick,210,153,153,0,0
2025-07-30,2,Dispatch,248,205,205,0,205
2025-07-30,2,Pack,238,160,160,0,160
2025-07-30,2,Pick,263,199,199,0,70
2025-07-30,3,Dispatch,202,149,149,0,149
2025-07-30,3,Pack,198,198,207,9,198
2025-07-30,3,Pick,213,165,173,8,0
2025-07-31,1,Dispatch,253,194,194,0,194
2025-07-31,1,Pack,212,169,169,0,185
2025-07-31,1,Pick,238,208,208,0,0
2025-07-31,2,Dispatch,253,160,160,0,160
2025-07-31,2,Pack,210,199,199,0,199
2025-07-31,2,Pick,236,183,183,0,0
2025-07-31,3,Dispatch,201,198,198,0,198
2025-07-31,3,Pack,230,174,174,0,183
2025-07-31,3,Pick,230,213,236,23,0
2025-08-01,1,Dispatch,231,169,169,0,169
2025-08-01,1,Pack,208,208,208,0,208
2025-08-01,1,Pick,232,159,159,0,0
2025-08-01,2,Dispatch,220,199,199,0,199
2025-08-01,2,Pack,238,183,183,0,183
2025-08-01,2,Pick,220,191,191,0,0
2025-08-01,3,Dispatch,247,174,174,0,174
2025-08-01,3,Pack,218,213,213,0,213
2025-08-01,3,Pick,254,216,239,23,0
2025-08-04,1,Dispatch,224,208,208,0,624
2025-08-04,1,Pack,223,159,159,0,477
2025-08-04,1,Pick,210,113,113,0,0
2025-08-04,2,Dispatch,206,183,183,0,549
2025-08-04,2,Pack,226,191,191,0,573
2025-08-04,2,Pick,225,174,174,0,0
2025-08-04,3,Dispatch,247,213,213,0,639
2025-08-04,3,Pack,203,203,216,13,609
2025-08-04,3,Pick,210,156,179,23,0
2025-08-05,1,Dispatch,222,159,159,0,159
2025-08-05,1,Pack,239,113,113,0,113
2025-08-05,1,Pick,233,169,169,0,0
2025-08-05,2,Dispatch,237,191,191,0,191
2025-08-05,2,Pack,208,174,174,0,174
2025-08-05,2,Pick,214,184,184,0,0
2025-08-05,3,Dispatch,246,203,203,0,203
2025-08-05,3,Pack,230,169,169,0,208
2025-08-05,3,Pick,258,160,160,0,171
2025-08-06,1,Dispatch,234,113,113,0,113
2025-08-06,1,Pack,230,169,169,0,169
2025-08-06,1,Pick,231,199,206,7,0
2025-08-06,2,Dispatch,250,174,174,0,174
2025-08-06,2,Pack,210,184,184,0,184
2025-08-06,2,Pick,260,186,194,8,0
2025-08-06,3,Dispatch,228,169,169,0,169
2025-08-06,3,Pack,193,160,160,0,160
2025-08-06,3,Pick,259,118,130,12,0
2025-08-07,1,Dispatch,226,169,169,0,169
2025-08-07,1,Pack,238,199,199,0,199
2025-08-07,1,Pick,220,161,161,0,7
2025-08-07,2,Dispatch,206,184,184,0,184
2025-08-07,2,Pack,206,186,186,0,186
2025-08-07,2,Pick,234,193,211,18,0
2025-08-07,3,Dispatch,257,160,160,0,160
2025-08-07,3,Pack,215,118,118,0,118
2025-08-07,3,Pick,267,100,112,12,0
2025-08-08,1,Dispatch,206,199,199,0,199
2025-08-08,1,Pack,228,161,161,0,161
2025-08-08,1,Pick,212,209,209,0,0
2025-08-08,2,Dispatch,238,186,186,0,186
2025-08-08,2,Pack,184,184,193,9,184
2025-08-08,2,Pick,260,168,168,0,26
2025-08-08,3,Dispatch,247,118,118,0,118
2025-08-08,3,Pack,191,100,100,0,100
2025-08-08,3,Pick,218,123,138,15,0
2025-08-11,1,Dispatch,205,161,161,0,483
2025-08-11,1,Pack,224,209,209,0,627
2025-08-11,1,Pick,218,198,198,0,0
2025-08-11,2,Dispatch,238,184,184,0,552
2025-08-11,2,Pack,223,177,177,0,540
2025-08-11,2,Pick,239,183,183,0,0
2025-08-11,3,Dispatch,260,100,100,0,300
2025-08-11,3,Pack,183,123,123,0,369
2025-08-11,3,Pick,225,173,173,0,69
2025-08-12,1,Dispatch,251,209,209,0,209
2025-08-12,1,Pack,232,198,198,0,198
2025-08-12,1,Pick,213,143,143,0,0
2025-08-12,2,Dispatch,200,177,177,0,177
2025-08-12,2,Pack,206,183,183,0,183
2025-08-12,2,Pick,247,187,187,0,0
2025-08-12,3,Dispatch,238,123,123,0,123
2025-08-12,3,Pack,191,173,173,0,173
2025-08-12,3,Pick,229,139,139,0,0
2025-08-13,1,Dispatch,219,198,198,0,198
2025-08-13,1,Pack,199,143,143,0,143
2025-08-13,1,Pick,238,149,149,0,0
2025-08-13,2,Dispatch,204,183,183,0,183
2025-08-13,2,Pack,189,187,187,0,187
2025-08-13,2,Pick,252,183,183,0,0
2025-08-13,3,Dispatch,209,173,173,0,173
2025-08-13,3,Pack,231,139,139,0,139
2025-08-13,3,Pick,222,222,222,0,0
2025-08-14,1,Dispatch,224,143,143,0,143
2025-08-14,1,Pack,212,149,149,0,149
2025-08-14,1,Pick,233,176,176,0,0
2025-08-14,2,Dispatch,234,187,187,0,187
2025-08-14,2,Pack,222,183,183,0,183
2025-08-14,2,Pick,222,137,137,0,0
2025-08-14,3,Dispatch,212,139,139,0,139
2025-08-14,3,Pack,214,214,222,8,214
2025-08-14,3,Pick,262,147,147,0,0
2025-08-15,1,Dispatch,259,149,149,0,149
2025-08-15,1,Pack,203,176,176,0,176
2025-08-15,1,Pick,243,166,166,0,0
2025-08-15,2,Dispatch,234,183,183,0,183
2025-08-15,2,Pack,217,137,137,0,137
2025-08-15,2,Pick,244,199,214,15,0
2025-08-15,3,Dispatch,215,214,214,0,214
2025-08-15,3,Pack,199,155,155,0,163
2025-08-15,3,Pick,233,133,133,0,0
2025-08-18,1,Dispatch,211,176,176,0,528
2025-08-18,1,Pack,208,166,166,0,498
2025-08-18,1,Pick,211,180,180,0,0
2025-08-18,2,Dispatch,246,137,137,0,411
2025-08-18,2,Pack,216,199,199,0,597
2025-08-18,2,Pick,218,179,179,0,45
2025-08-18,3,Dispatch,215,155,155,0,465
2025-08-18,3,Pack,186,133,133,0,399
2025-08-18,3,Pick,222,164,164,0,0
2025-08-19,1,Dispatch,236,166,166,0,166
2025-08-19,1,Pack,215,180,180,0,180
2025-08-19,1,Pick,225,198,198,0,0
2025-08-19,2,Dispatch,252,199,199,0,199
2025-08-19,2,Pack,201,179,179,0,179
2025-08-19,2,Pick,246,176,176,0,0
2025-08-19,3,Dispatch,248,133,133,0,133
2025-08-19,3,Pack,230,164,164,0,164
2025-08-19,3,Pick,243,189,189,0,0
2025-08-20,1,Dispatch,250,180,180,0,180
2025-08-20,1,Pack,211,198,198,0,198
2025-08-20,1,Pick,245,230,230,0,0
2025-08-20,2,Dispatch,220,179,179,0,179
2025-08-20,2,Pack,214,176,176,0,176
2025-08-20,2,Pick,245,165,165,0,0
2025-08-20,3,Dispatch,257,164,164,0,164
2025-08-20,3,Pack,196,189,189,0,189
2025-08-20,3,Pick,236,125,125,0,0
2025-08-21,1,Dispatch,202,198,198,0,198
2025-08-21,1,Pack,237,230,230,0,230
2025-08-21,1,Pick,231,213,213,0,0
2025-08-21,2,Dispatch,256,176,176,0,176
2025-08-21,2,Pack,203,165,165,0,165
2025-08-21,2,Pick,241,126,126,0,0
2025-08-21,3,Dispatch,258,189,189,0,189
2025-08-21,3,Pack,187,125,125,0,125
2025-08-21,3,Pick,204,144,144,0,0
2025-08-22,1,Dispatch,218,218,230,12,218
2025-08-22,1,Pack,237,213,213,0,213
2025-08-22,1,Pick,213,213,214,1,0
2025-08-22,2,Dispatch,210,165,165,0,165
2025-08-22,2,Pack,210,126,126,0,126
2025-08-22,2,Pick,232,183,183,0,0
2025-08-22,3,Dispatch,212,125,125,0,125
2025-08-22,3,Pack,226,144,144,0,144
2025-08-22,3,Pick,235,197,197,0,0
2025-08-25,1,Dispatch,244,225,225,0,687
2025-08-25,1,Pack,202,202,213,11,606
2025-08-25,1,Pick,234,150,150,0,3
2025-08-25,2,Dispatch,256,126,126,0,378
2025-08-25,2,Pack,220,183,183,0,549
2025-08-25,2,Pick,242,161,161,0,0
2025-08-25,3,Dispatch,203,144,144,0,432
2025-08-25,3,Pack,220,197,197,0,591
2025-08-25,3,Pick,228,157,157,0,0
2025-08-26,1,Dispatch,253,202,202,0,202
2025-08-26,1,Pack,189,161,161,0,194
2025-08-26,1,Pick,208,208,223,15,0
2025-08-26,2,Dispatch,206,183,183,0,183
2025-08-26,2,Pack,213,161,161,0,161
2025-08-26,2,Pick,211,142,142,0,0
2025-08-26,3,Dispatch,245,197,197,0,197
2025-08-26,3,Pack,186,157,157,0,157
2025-08-26,3,Pick,233,190,190,0,0
2025-08-27,1,Dispatch,238,161,161,0,161
2025-08-27,1,Pack,232,208,208,0,208
2025-08-27,1,Pick,210,198,211,13,2
2025-08-27,2,Dispatch,208,161,161,0,161
2025-08-27,2,Pack,214,142,142,0,142
2025-08-27,2,Pick,251,159,159,0,0
2025-08-27,3,Dispatch,222,157,157,0,157
2025-08-27,3,Pack,212,190,190,0,190
2025-08-27,3,Pick,213,147,147,0,0
2025-08-28,1,Dispatch,226,208,208,0,208
2025-08-28,1,Pack,221,198,198,0,198
2025-08-28,1,Pick,235,198,211,13,0
2025-08-28,2,Dispatch,215,142,142,0,142
2025-08-28,2,Pack,200,159,159,0,159
2025-08-28,2,Pick,249,172,172,0,0
2025-08-28,3,Dispatch,214,190,190,0,190
2025-08-28,3,Pack,207,147,147,0,147
2025-08-28,3,Pick,255,219,219,0,0
2025-08-29,1,Dispatch,230,198,198,0,198
2025-08-29,1,Pack,233,198,198,0,198
2025-08-29,1,Pick,224,155,168,13,0
2025-08-29,2,Dispatch,200,159,159,0,159
2025-08-29,2,Pack,205,172,172,0,172
2025-08-29,2,Pick,235,219,219,0,0
2025-08-29,3,Dispatch,237,147,147,0,147
2025-08-29,3,Pack,200,200,219,19,200
2025-08-29,3,Pick,222,181,181,0,0
2025-09-01,1,Dispatch,239,198,198,0,594
2025-09-01,1,Pack,195,155,155,0,465
2025-09-01,1,Pick,263,202,202,0,78
2025-09-01,2,Dispatch,250,172,172,0,516
2025-09-01,2,Pack,183,183,219,36,549
2025-09-01,2,Pick,230,210,210,0,0
2025-09-01,3,Dispatch,258,200,200,0,600
2025-09-01,3,Pack,238,200,200,0,619
2025-09-01,3,Pick,227,166,166,0,0
2025-09-02,1,Dispatch,219,155,155,0,155
2025-09-02,1,Pack,229,202,202,0,202
2025-09-02,1,Pick,247,183,183,0,0
2025-09-02,2,Dispatch,207,183,183,0,183
2025-09-02,2,Pack,225,225,246,21,333
2025-09-02,2,Pick,210,137,137,0,0
2025-09-02,3,Dispatch,204,200,200,0,200
2025-09-02,3,Pack,191,166,166,0,166
2025-09-02,3,Pick,258,166,175,9,0
2025-09-03,1,Dispatch,205,202,202,0,202
2025-09-03,1,Pack,200,183,183,0,183
2025-09-03,1,Pick,231,179,179,0,0
2025-09-03,2,Dispatch,230,225,225,0,225
2025-09-03,2,Pack,188,158,158,0,179
2025-09-03,2,Pick,242,197,197,0,0
2025-09-03,3,Dispatch,242,166,166,0,166
2025-09-03,3,Pack,227,166,166,0,166
2025-09-03,3,Pick,209,192,201,9,0
2025-09-04,1,Dispatch,262,183,183,0,183
2025-09-04,1,Pack,186,179,179,0,179
2025-09-04,1,Pick,241,147,166,19,0
2025-09-04,2,Dispatch,223,158,158,0,158
2025-09-04,2,Pack,224,197,197,0,197
2025-09-04,2,Pick,237,220,220,0,0
2025-09-04,3,Dispatch,228,166,166,0,166
2025-09-04,3,Pack,191,191,192,1,191
2025-09-04,3,Pick,216,216,277,61,0
2025-09-05,1,Dispatch,205,179,179,0,179
2025-09-05,1,Pack,239,147,147,0,147
2025-09-05,1,Pick,213,162,198,36,0
2025-09-05,2,Dispatch,214,197,197,0,197
2025-09-05,2,Pack,240,220,220,0,220
2025-09-05,2,Pick,207,166,175,9,0
2025-09-05,3,Dispatch,228,191,191,0,191
2025-09-05,3,Pack,237,217,217,0,218
2025-09-05,3,Pick,205,156,201,45,35
2025-09-08,1,Dispatch,255,147,147,0,441
2025-09-08,1,Pack,205,162,162,0,486
2025-09-08,1,Pick,224,146,192,46,0
2025-09-08,2,Dispatch,229,220,220,0,660
2025-09-08,2,Pack,212,166,166,0,498
2025-09-08,2,Pick,240,165,193,28,0
2025-09-08,3,Dispatch,208,208,217,9,624
2025-09-08,3,Pack,215,156,156,0,468
2025-09-08,3,Pick,267,227,227,0,179
2025-09-09,1,Dispatch,213,162,162,0,162
2025-09-09,1,Pack,213,146,146,0,146
2025-09-09,1,Pick,216,151,212,61,0
2025-09-09,2,Dispatch,243,166,166,0,166
2025-09-09,2,Pack,189,165,165,0,165
2025-09-09,2,Pick,252,145,173,28,0
2025-09-09,3,Dispatch,218,165,165,0,192
2025-09-09,3,Pack,193,193,227,34,193
2025-09-09,3,Pick,212,212,224,12,0
2025-09-10,1,Dispatch,256,146,146,0,146
2025-09-10,1,Pack,188,151,151,0,151
2025-09-10,1,Pick,220,220,280,60,25
2025-09-10,2,Dispatch,244,165,165,0,165
2025-09-10,2,Pack,199,145,145,0,145
2025-09-10,2,Pick,205,187,215,28,0
2025-09-10,3,Dispatch,228,193,193,0,193
2025-09-10,3,Pack,222,222,246,24,256
2025-09-10,3,Pick,216,161,161,0,12
2025-09-11,1,Dispatch,207,151,151,0,151
2025-09-11,1,Pack,206,206,220,14,206
2025-09-11,1,Pick,237,195,241,46,14
2025-09-11,2,Dispatch,212,145,145,0,145
2025-09-11,2,Pack,232,187,187,0,187
2025-09-11,2,Pick,226,190,218,28,0
2025-09-11,3,Dispatch,216,216,222,6,216
2025-09-11,3,Pack,228,185,185,0,209
