Date,WarehouseID,ProductID,OpeningUnits,ReceivedUnits,ShippedUnits,StorageUnits,WIPUnits,ClosingUnits,ClosingValueUSD,DailyValueSumUSD,CalendarDays,StockoutDays,Age0to30USD,Age31to60USD,Age61to90USD,Age91to180USD,AgeOver180USD
2025-05-31,1,21,109,170,121,158,0,158,3378.04,120262.5,31,0,3378.04,0.0,0.0,0.0,0.0
2025-05-31,1,22,215,0,171,44,0,44,825.0,66937.5,31,0,0.0,825.0,0.0,0.0,0.0
2025-05-31,1,23,214,0,81,133,0,133,10643.99,449528.51,31,0,0.0,10643.99,0.0,0.0,0.0
2025-05-31,1,24,137,132,20,249,0,249,20201.37,630461.23,31,0,10709.16,9492.21,0.0,0.0,0.0
2025-05-31,1,25,183,0,95,67,21,88,1152.8,56434.8,31,0,0.0,877.7,0.0,0.0,0.0
2025-05-31,1,26,221,0,135,55,31,86,4784.18,259736.47,31,0,0.0,3059.65,0.0,0.0,0.0
2025-05-31,1,27,127,144,112,155,4,159,12514.89,310668.37,31,0,11334.24,0.0,865.81,0.0,0.0
2025-05-31,1,28,96,147,58,185,0,185,1870.35,45970.17,31,0,1486.17,0.0,384.18,0.0,0.0
2025-05-31,1,29,112,148,139,101,20,121,1756.92,50936.16,31,0,1466.52,0.0,0.0,0.0,0.0
2025-05-31,1,30,220,0,157,41,22,63,1886.22,118562.4,31,0,0.0,1227.54,0.0,0.0,0.0
2025-05-31,1,31,184,146,140,186,4,190,4075.5,100257.3,31,0,3131.7,858.0,0.0,0.0,0.0
2025-05-31,1,32,98,0,49,49,0,49,517.44,23094.72,31,0,0.0,0.0,517.44,0.0,0.0
2025-05-31,2,1,62,156,89,129,0,129,9975.57,287358.28,31,0,9975.57,0.0,0.0,0.0,0.0
2025-05-31,2,2,91,146,96,124,17,141,8290.8,334278.0,31,0,7291.2,0.0,0.0,0.0,0.0
2025-05-31,2,3,116,149,177,81,7,88,2982.32,98653.79,31,0,2745.09,0.0,0.0,0.0,0.0
2025-05-31,2,4,167,144,170,141,0,141,11023.38,233523.66,31,0,11023.38,0.0,0.0,0.0,0.0
2025-05-31,2,5,134,161,130,143,22,165,927.3,24239.06,31,0,803.66,0.0,0.0,0.0,0.0
2025-05-31,2,6,105,147,124,112,16,128,1413.12,44171.04,31,0,1236.48,0.0,0.0,0.0,0.0
2025-05-31,2,7,121,151,135,132,5,137,7752.83,243450.18,31,0,7469.88,0.0,0.0,0.0,0.0
2025-05-31,2,8,114,0,15,99,0,99,4608.45,147749.7,31,0,0.0,0.0,4608.45,0.0,0.0
2025-05-31,2,9,41,165,118,88,0,88,899.36,22780.38,31,7,899.36,0.0,0.0,0.0,0.0
2025-05-31,2,10,83,151,161,62,11,73,4637.69,209649.0,31,0,3938.86,0.0,0.0,0.0,0.0
2025-05-31,2,11,188,142,132,193,5,198,10579.14,240114.42,31,0,7587.06,2724.93,0.0,0.0,0.0
2025-05-31,2,12,181,143,207,117,0,117,6857.37,225121.01,31,0,6857.37,0.0,0.0,0.0,0.0
2025-05-31,2,13,201,146,136,211,0,211,15445.2,323544.0,31,0,10687.2,4758.0,0.0,0.0,0.0
2025-05-31,2,14,88,141,112,85,32,117,7021.17,263023.83,31,0,5100.85,0.0,0.0,0.0,0.0
2025-05-31,2,15,122,148,122,148,0,148,6839.08,132484.07,31,0,6839.08,0.0,0.0,0.0,0.0
2025-05-31,2,16,150,0,14,136,0,136,3031.44,95913.87,31,0,0.0,2897.7,0.0,133.74,0.0
2025-05-31,2,17,101,168,125,132,12,144,10653.12,313749.18,31,0,9765.36,0.0,0.0,0.0,0.0
2025-05-31,2,18,89,142,162,39,30,69,3224.37,182340.46,31,0,1822.47,0.0,0.0,0.0,0.0
2025-05-31,2,19,209,0,139,70,0,70,954.8,55964.92,31,0,0.0,954.8,0.0,0.0,0.0
2025-05-31,2,20,179,142,63,252,6,258,15093.0,362875.5,31,0,8307.0,6435.0,0.0,0.0,0.0
2025-05-31,2,21,51,287,164,174,0,174,3720.12,65315.9,31,0,3720.12,0.0,0.0,0.0,0.0
2025-05-31,2,22,155,141,119,177,0,177,3318.75,70781.25,31,0,2643.75,675.0,0.0,0.0,0.0
2025-05-31,2,23,0,326,163,145,18,163,13044.89,400550.15,31,0,11604.35,0.0,0.0,0.0,0.0
2025-05-31,2,24,274,0,16,249,9,258,20931.54,676137.42,31,0,0.0,11358.2,8843.17,0.0,0.0
2025-05-31,2,25,191,0,131,60,0,60,786.0,54351.9,31,0,0.0,786.0,0.0,0.0,0.0
2025-05-31,2,26,91,159,123,104,23,127,7065.01,232199.62,31,0,5785.52,0.0,0.0,0.0,0.0
2025-05-31,2,27,209,154,215,111,37,148,11649.08,353801.45,31,0,8736.81,0.0,0.0,0.0,0.0
2025-05-31,2,28,144,154,240,48,10,58,586.38,30036.81,31,0,485.28,0.0,0.0,0.0,0.0
2025-05-31,2,29,145,158,175,103,25,128,1858.56,63031.32,31,0,1495.56,0.0,0.0,0.0,0.0
2025-05-31,2,30,140,0,107,33,0,33,988.02,97843.92,31,0,0.0,988.02,0.0,0.0,0.0
2025-05-31,2,31,74,144,112,102,4,106,2273.7,104890.5,31,0,2187.9,0.0,0.0,0.0,0.0
2025-05-31,2,32,116,0,17,99,0,99,1045.44,36600.96,31,0,0.0,0.0,1045.44,0.0,0.0
2025-05-31,3,1,144,0,119,25,0,25,1933.25,203300.57,31,0,0.0,1933.25,0.0,0.0,0.0
2025-05-31,3,2,185,150,154,163,18,181,10642.8,242138.4,31,0,8820.0,764.4,0.0,0.0,0.0
2025-05-31,3,3,80,148,41,187,0,187,6337.43,157181.82,31,0,5015.72,0.0,1321.71,0.0,0.0
2025-05-31,3,4,120,146,132,116,18,134,10476.12,304042.02,31,0,9068.88,0.0,0.0,0.0,0.0
2025-05-31,3,5,231,0,190,20,21,41,230.42,25981.26,31,0,0.0,112.4,0.0,0.0,0.0
2025-05-31,3,6,157,150,138,169,0,169,1865.76,44745.12,31,0,1656.0,209.76,0.0,0.0,0.0
2025-05-31,3,7,201,0,94,107,0,107,6055.13,289118.31,31,0,0.0,6055.13,0.0,0.0,0.0
2025-05-31,3,8,123,0,19,104,0,104,4841.2,175726.25,31,0,0.0,4841.2,0.0,0.0,0.0
2025-05-31,3,9,98,170,105,149,14,163,1665.86,44518.32,31,0,1522.78,0.0,0.0,0.0,0.0
2025-05-31,3,10,76,150,185,29,12,41,2604.73,187222.91,31,0,1842.37,0.0,0.0,0.0,0.0
2025-05-31,3,11,55,162,115,64,38,102,5449.86,235572.87,31,0,3419.52,0.0,0.0,0.0,0.0
2025-05-31,3,12,81,289,162,208,0,208,12190.88,227641.24,31,0,12190.88,0.0,0.0,0.0,0.0
2025-05-31,3,13,172,0,128,19,25,44,3220.8,203276.4,31,0,0.0,1390.8,0.0,0.0,0.0
2025-05-31,3,14,42,167,102,91,16,107,6421.07,281446.9,31,0,5460.91,0.0,0.0,0.0,0.0
2025-05-31,3,15,134,142,142,119,15,134,6192.14,181559.09,31,0,5498.99,0.0,0.0,0.0,0.0
2025-05-31,3,16,118,0,16,102,0,102,2273.58,73757.61,31,0,0.0,0.0,2273.58,0.0,0.0
2025-05-31,3,17,233,0,70,163,0,163,12058.74,431303.4,31,0,0.0,11023.02,1035.72,0.0,0.0
2025-05-31,3,18,106,158,100,164,0,164,7663.72,286782.01,31,0,7383.34,0.0,280.38,0.0,0.0
2025-05-31,3,19,3,316,169,140,10,150,2046.0,47576.32,31,2,1909.6,0.0,0.0,0.0,0.0
2025-05-31,3,20,146,148,123,171,0,171,10003.5,312975.0,31,0,8658.0,1345.5,0.0,0.0,0.0
2025-05-31,3,21,77,144,171,12,38,50,1069.0,70425.72,31,0,256.56,0.0,0.0,0.0,0.0
2025-05-31,3,22,135,142,130,147,0,147,2756.25,84356.25,31,0,2662.5,93.75,0.0,0.0,0.0
2025-05-31,3,23,170,142,107,205,0,205,16406.15,382383.34,31,0,11364.26,5041.89,0.0,0.0,0.0
2025-05-31,3,24,106,130,29,207,0,207,16793.91,511362.39,31,0,10546.9,6247.01,0.0,0.0,0.0
2025-05-31,3,25,118,149,150,106,11,117,1532.7,55295.1,31,0,1388.6,0.0,0.0,0.0,0.0
2025-05-31,3,26,71,153,224,0,0,0,0.0,44225.85,31,13,0.0,0.0,0.0,0.0,0.0
2025-05-31,3,27,58,146,133,71,0,71,5588.41,300593.49,31,0,5588.41,0.0,0.0,0.0,0.0
2025-05-31,3,28,212,0,78,117,17,134,1354.74,50368.02,31,0,0.0,1182.87,0.0,0.0,0.0
2025-05-31,3,29,164,0,46,106,12,118,1713.36,58326.84,31,0,0.0,0.0,1539.12,0.0,0.0
2025-05-31,3,30,196,164,196,142,22,164,4910.16,124430.64,31,0,4251.48,0.0,0.0,0.0,0.0
2025-05-31,3,31,113,148,183,66,12,78,1673.1,64006.8,31,0,1415.7,0.0,0.0,0.0,0.0
2025-05-31,3,32,157,0,12,145,0,145,1531.2,47467.2,31,0,0.0,0.0,1372.8,158.4,0.0
2025-06-30,1,1,174,163,151,186,0,186,14383.38,289987.5,30,0,12604.79,1778.59,0.0,0.0,0.0
2025-06-30,1,2,115,150,52,213,0,213,12524.4,346449.6,30,0,8820.0,0.0,3704.4,0.0,0.0
2025-06-30,1,3,24,154,109,14,55,69,2338.41,123732.39,30,0,474.46,0.0,0.0,0.0,0.0
2025-06-30,1,4,135,307,287,155,0,155,12117.9,169337.88,30,2,12117.9,0.0,0.0,0.0,0.0
2025-06-30,1,5,229,160,180,176,33,209,1174.58,19428.34,30,0,899.2,89.92,0.0,0.0,0.0
2025-06-30,1,6,107,154,78,157,26,183,2020.32,53003.04,30,0,1700.16,33.12,0.0,0.0,0.0
2025-06-30,1,7,174,0,104,52,18,70,3961.3,214249.74,30,0,0.0,2942.68,0.0,0.0,0.0
2025-06-30,1,8,89,0,0,89,0,89,4142.95,124288.5,30,0,0.0,0.0,0.0,4142.95,0.0
2025-06-30,1,9,19,304,173,150,0,150,1533.0,35678.02,30,0,1533.0,0.0,0.0,0.0,0.0
2025-06-30,1,10,139,147,127,159,0,159,10101.27,209204.29,30,0,9338.91,762.36,0.0,0.0,0.0
2025-06-30,1,11,172,152,135,173,16,189,10098.27,225688.32,30,0,8121.36,1122.03,0.0,0.0,0.0
2025-06-30,1,12,94,154,121,127,0,127,7443.47,249092.5,30,0,7443.47,0.0,0.0,0.0,0.0
2025-06-30,1,13,122,146,119,117,32,149,10906.8,345870.0,30,0,8564.4,0.0,0.0,0.0,0.0
2025-06-30,1,14,62,152,80,134,0,134,8041.34,271125.18,30,0,8041.34,0.0,0.0,0.0,0.0
2025-06-30,1,15,131,144,148,124,3,127,5868.67,147502.32,30,0,5730.04,0.0,0.0,0.0,0.0
2025-06-30,1,16,99,0,0,99,0,99,2206.71,66201.3,30,0,0.0,0.0,0.0,2206.71,0.0
2025-06-30,1,17,90,152,199,43,0,43,3181.14,143669.16,30,1,3181.14,0.0,0.0,0.0,0.0
2025-06-30,1,18,216,0,100,103,13,116,5420.68,215612.22,30,0,0.0,4813.19,0.0,0.0,0.0
2025-06-30,1,19,132,142,174,94,6,100,1364.0,42529.52,30,1,1282.16,0.0,0.0,0.0,0.0
2025-06-30,1,20,134,145,206,68,5,73,4270.5,229144.5,30,0,3978.0,0.0,0.0,0.0,0.0
2025-06-30,1,21,158,142,57,236,7,243,5195.34,132363.58,30,0,3035.96,2009.72,0.0,0.0,0.0
2025-06-30,1,22,44,151,128,61,6,67,1256.25,77568.75,30,0,1143.75,0.0,0.0,0.0,0.0
2025-06-30,1,23,133,143,134,136,6,142,11364.26,489703.57,30,0,10884.08,0.0,0.0,0.0,0.0
2025-06-30,1,24,249,0,0,249,0,249,20201.37,606041.1,30,0,0.0,10709.16,9492.21,0.0,0.0
2025-06-30,1,25,88,151,112,99,28,127,1663.7,65015.3,30,0,1296.9,0.0,0.0,0.0,0.0
2025-06-30,1,26,86,169,158,60,37,97,5396.11,113207.05,30,7,3337.8,0.0,0.0,0.0,0.0
2025-06-30,1,27,159,141,94,170,36,206,16214.26,318381.95,30,0,11098.11,2282.59,0.0,0.0,0.0
2025-06-30,1,28,185,141,138,188,0,188,1900.68,44261.58,30,0,1425.51,475.17,0.0,0.0,0.0
2025-06-30,1,29,121,145,180,45,41,86,1248.72,50544.12,30,0,653.4,0.0,0.0,0.0,0.0
2025-06-30,1,30,63,148,126,68,17,85,2544.9,120448.62,30,0,2035.92,0.0,0.0,0.0,0.0
2025-06-30,1,31,190,151,136,205,0,205,4397.25,80201.55,30,0,3238.95,1158.3,0.0,0.0,0.0
2025-06-30,1,32,49,0,0,49,0,49,517.44,15523.2,30,0,0.0,0.0,0.0,517.44,0.0
2025-06-30,2,1,129,0,85,35,9,44,3402.52,218147.93,30,0,0.0,2706.55,0.0,0.0,0.0
2025-06-30,2,2,141,141,124,158,0,158,9290.4,246489.6,30,0,8290.8,999.6,0.0,0.0,0.0
2025-06-30,2,3,88,143,65,137,29,166,5625.74,209440.2,30,0,4642.93,0.0,0.0,0.0,0.0
2025-06-30,2,4,141,141,130,152,0,152,11883.36,235556.34,30,0,11023.38,859.98,0.0,0.0,0.0
2025-06-30,2,5,165,157,170,141,11,152,854.24,17573.74,30,1,792.42,0.0,0.0,0.0,0.0
2025-06-30,2,6,128,153,203,78,0,78,861.12,23780.16,30,4,861.12,0.0,0.0,0.0,0.0
2025-06-30,2,7,137,144,165,116,0,116,6564.44,226360.0,30,0,6564.44,0.0,0.0,0.0,0.0
2025-06-30,2,8,99,0,68,31,0,31,1443.05,75923.05,30,0,0.0,0.0,0.0,1443.05,0.0
2025-06-30,2,9,88,141,117,112,0,112,1144.64,46194.4,30,0,1144.64,0.0,0.0,0.0,0.0
2025-06-30,2,10,73,291,141,204,19,223,14167.19,224896.2,30,0,12960.12,0.0,0.0,0.0,0.0
2025-06-30,2,11,198,0,146,52,0,52,2778.36,228787.26,30,0,0.0,2778.36,0.0,0.0,0.0
2025-06-30,2,12,117,143,123,130,7,137,8029.57,248154.74,30,0,7619.3,0.0,0.0,0.0,0.0
2025-06-30,2,13,211,0,94,95,22,117,8564.4,355825.2,30,0,0.0,6954.0,0.0,0.0,0.0
2025-06-30,2,14,117,144,120,119,22,141,8461.41,261583.59,30,0,7141.19,0.0,0.0,0.0,0.0
2025-06-30,2,15,148,0,66,46,36,82,3789.22,157622.31,30,0,0.0,2125.66,0.0,0.0,0.0
2025-06-30,2,16,136,0,8,128,0,128,2853.12,89070.84,30,0,0.0,0.0,2853.12,0.0,0.0
2025-06-30,2,17,144,158,73,226,3,229,16941.42,357693.3,30,0,11688.84,5030.64,0.0,0.0,0.0
2025-06-30,2,18,69,299,130,232,6,238,11121.74,188649.01,30,0,10841.36,0.0,0.0,0.0,0.0
2025-06-30,2,19,70,296,211,133,22,155,2114.2,30349.0,30,5,1814.12,0.0,0.0,0.0,0.0
2025-06-30,2,20,258,0,149,109,0,109,6376.5,316192.5,30,0,0.0,6376.5,0.0,0.0,0.0
2025-06-30,2,21,174,0,113,47,14,61,1304.18,78657.02,30,0,0.0,1004.86,0.0,0.0,0.0
2025-06-30,2,22,177,0,103,53,21,74,1387.5,71793.75,30,0,0.0,993.75,0.0,0.0,0.0
2025-06-30,2,23,163,149,115,185,12,197,15765.91,272102.0,30,0,11924.47,2881.08,0.0,0.0,0.0
2025-06-30,2,24,258,0,27,231,0,231,18741.03,589247.19,30,0,0.0,0.0,11358.2,7382.83,0.0
2025-06-30,2,25,60,300,142,218,0,218,2855.8,61818.9,30,0,2855.8,0.0,0.0,0.0,0.0
2025-06-30,2,26,127,162,141,134,14,148,8233.24,204940.92,30,0,7454.42,0.0,0.0,0.0,0.0
2025-06-30,2,27,148,143,128,163,0,163,12829.73,347583.36,30,0,11255.53,1574.2,0.0,0.0,0.0
2025-06-30,2,28,58,147,113,92,0,92,930.12,39924.39,30,0,930.12,0.0,0.0,0.0,0.0
2025-06-30,2,29,128,155,188,80,15,95,1379.4,52155.84,30,0,1161.6,0.0,0.0,0.0,0.0
2025-06-30,2,30,33,161,110,51,33,84,2514.96,83981.7,30,0,1526.94,0.0,0.0,0.0,0.0
2025-06-30,2,31,106,153,72,187,0,187,4011.15,90218.7,30,0,3281.85,729.3,0.0,0.0,0.0
2025-06-30,2,32,99,0,7,92,0,92,971.52,30550.08,30,0,0.0,0.0,0.0,971.52,0.0
2025-06-30,3,1,25,152,76,84,17,101,7810.33,224179.67,30,0,6495.72,0.0,0.0,0.0,0.0
2025-06-30,3,2,181,144,151,174,0,174,10231.2,231613.2,30,0,8467.2,1764.0,0.0,0.0,0.0
2025-06-30,3,3,187,147,217,117,0,117,3965.13,117903.31,30,1,3965.13,0.0,0.0,0.0,0.0
2025-06-30,3,4,134,147,134,118,29,147,11492.46,188022.9,30,6,9225.24,0.0,0.0,0.0,0.0
2025-06-30,3,5,41,297,169,152,17,169,949.78,18225.66,30,1,854.24,0.0,0.0,0.0,0.0
2025-06-30,3,6,169,150,109,205,5,210,2318.4,42470.88,30,0,1656.0,607.2,0.0,0.0,0.0
2025-06-30,3,7,107,148,102,153,0,153,8658.27,182615.93,30,0,8375.32,0.0,282.95,0.0,0.0
2025-06-30,3,8,104,0,11,93,0,93,4329.15,132434.75,30,0,0.0,0.0,4329.15,0.0,0.0
2025-06-30,3,9,163,145,142,148,18,166,1696.52,42709.38,30,0,1481.9,30.66,0.0,0.0,0.0
2025-06-30,3,10,41,300,169,163,9,172,10927.16,242811.66,30,0,10355.39,0.0,0.0,0.0,0.0
2025-06-30,3,11,102,165,117,123,27,150,8014.5,241824.18,30,0,6571.89,0.0,0.0,0.0,0.0
2025-06-30,3,12,208,0,61,147,0,147,8615.67,299497.1,30,0,0.0,8615.67,0.0,0.0,0.0
2025-06-30,3,13,44,294,166,155,17,172,12590.4,240754.8,30,0,11346.0,0.0,0.0,0.0,0.0
2025-06-30,3,14,107,173,157,123,0,123,7381.23,233618.93,30,0,7381.23,0.0,0.0,0.0,0.0
2025-06-30,3,15,134,146,163,99,18,117,5406.57,154849.71,30,0,4574.79,0.0,0.0,0.0,0.0
2025-06-30,3,16,102,0,40,62,0,62,1381.98,52359.21,30,0,0.0,0.0,0.0,1381.98,0.0
2025-06-30,3,17,163,154,190,127,0,127,9395.46,527921.28,30,0,9395.46,0.0,0.0,0.0,0.0
2025-06-30,3,18,164,142,76,230,0,230,10747.9,249211.09,30,0,6635.66,4112.24,0.0,0.0,0.0
2025-06-30,3,19,150,0,62,88,0,88,1200.32,51627.4,30,0,0.0,1200.32,0.0,0.0,0.0
2025-06-30,3,20,171,150,155,142,24,166,9711.0,227214.0,30,0,8307.0,0.0,0.0,0.0,0.0
2025-06-30,3,21,50,154,97,100,7,107,2287.66,85648.28,30,0,2138.0,0.0,0.0,0.0,0.0
2025-06-30,3,22,147,154,88,213,0,213,3993.75,63000.0,30,0,2887.5,1106.25,0.0,0.0,0.0
2025-06-30,3,23,205,0,149,32,24,56,4481.68,320120.0,30,0,0.0,2560.96,0.0,0.0,0.0
2025-06-30,3,24,207,0,6,201,0,201,16307.13,499923.06,30,0,0.0,10546.9,5760.23,0.0,0.0
2025-06-30,3,25,117,141,140,95,23,118,1545.8,31584.1,30,1,1244.5,0.0,0.0,0.0,0.0
2025-06-30,3,26,0,170,83,71,16,87,4839.81,184079.67,30,0,3949.73,0.0,0.0,0.0,0.0
2025-06-30,3,27,71,153,123,101,0,101,7949.71,314367.74,30,0,7949.71,0.0,0.0,0.0,0.0
2025-06-30,3,28,134,164,216,57,25,82,829.02,27630.63,30,3,576.27,0.0,0.0,0.0,0.0
2025-06-30,3,29,118,143,149,112,0,112,1626.24,62014.92,30,0,1626.24,0.0,0.0,0.0,0.0
2025-06-30,3,30,164,149,94,219,0,219,6556.86,122933.64,30,0,4461.06,2095.8,0.0,0.0,0.0
2025-06-30,3,31,78,152,83,109,38,147,3153.15,89661.0,30,0,2338.05,0.0,0.0,0.0,0.0
2025-06-30,3,32,145,0,30,115,0,115,1214.4,41426.88,30,0,0.0,0.0,0.0,1214.4,0.0
2025-07-31,1,1,186,0,127,51,8,59,4562.47,314655.77,31,0,0.0,3943.83,0.0,0.0,0.0
2025-07-31,1,2,213,0,101,92,20,112,6585.6,287002.8,31,0,0.0,5409.6,0.0,0.0,0.0
2025-07-31,1,3,69,326,181,214,0,214,7252.46,100958.31,31,5,7252.46,0.0,0.0,0.0,0.0
2025-07-31,1,4,155,146,98,159,44,203,15870.54,290751.42,31,0,11414.28,1016.34,0.0,0.0,0.0
2025-07-31,1,5,209,0,81,128,0,128,719.36,26498.3,31,0,0.0,719.36,0.0,0.0,0.0
2025-07-31,1,6,183,143,153,158,15,173,1909.92,48156.48,31,0,1578.72,165.6,0.0,0.0,0.0
2025-07-31,1,7,70,148,129,89,0,89,5036.51,254258.87,31,0,5036.51,0.0,0.0,0.0,0.0
2025-07-31,1,8,89,0,26,41,22,63,2932.65,111859.65,31,0,0.0,0.0,0.0,1908.55,0.0
2025-07-31,1,9,150,143,152,116,25,141,1441.02,38682.7,31,0,1185.52,0.0,0.0,0.0,0.0
2025-07-31,1,10,159,0,136,23,0,23,1461.19,198086.54,31,0,0.0,1461.19,0.0,0.0,0.0
2025-07-31,1,11,189,0,120,50,19,69,3686.67,197156.7,31,0,0.0,2671.5,0.0,0.0,0.0
2025-07-31,1,12,127,147,137,100,37,137,8029.57,205779.71,31,0,5861.0,0.0,0.0,0.0,0.0
2025-07-31,1,13,149,147,187,90,19,109,7978.8,309782.4,31,0,6588.0,0.0,0.0,0.0,0.0
2025-07-31,1,14,134,162,133,151,12,163,9781.63,173128.85,31,0,9061.51,0.0,0.0,0.0,0.0
2025-07-31,1,15,127,153,124,156,0,156,7208.76,180265.21,31,0,7070.13,138.63,0.0,0.0,0.0
2025-07-31,1,16,99,0,11,88,0,88,1961.52,64239.78,31,0,0.0,0.0,0.0,1961.52,0.0
2025-07-31,1,17,43,295,105,233,0,233,17237.34,339938.1,31,0,17237.34,0.0,0.0,0.0,0.0
2025-07-31,1,18,116,155,138,118,15,133,6215.09,292483.07,31,0,5514.14,0.0,0.0,0.0,0.0
2025-07-31,1,19,100,294,193,201,0,201,2741.64,56510.52,31,0,2741.64,0.0,0.0,0.0,0.0
2025-07-31,1,20,73,145,142,49,27,76,4446.0,257692.5,31,0,2866.5,0.0,0.0,0.0,0.0
2025-07-31,1,21,243,0,144,78,21,99,2116.62,118744.52,31,0,0.0,1667.64,0.0,0.0,0.0
2025-07-31,1,22,67,147,77,137,0,137,2568.75,75693.75,31,0,2568.75,0.0,0.0,0.0,0.0
2025-07-31,1,23,142,142,63,213,8,221,17686.63,485782.1,31,0,11364.26,5682.13,0.0,0.0,0.0
2025-07-31,1,24,249,0,14,235,0,235,19065.55,614884.27,31,0,0.0,0.0,10709.16,8356.39,0.0
2025-07-31,1,25,127,149,188,72,16,88,1152.8,34728.1,31,3,943.2,0.0,0.0,0.0,0.0
2025-07-31,1,26,97,300,180,217,0,217,12071.71,206220.41,31,0,12071.71,0.0,0.0,0.0,0.0
2025-07-31,1,27,206,154,245,95,20,115,9051.65,312163.86,31,0,7477.45,0.0,0.0,0.0,0.0
2025-07-31,1,28,188,0,123,44,21,65,657.15,42866.4,31,0,0.0,444.84,0.0,0.0,0.0
2025-07-31,1,29,86,159,167,70,8,78,1132.56,35123.88,31,5,1016.4,0.0,0.0,0.0,0.0
2025-07-31,1,30,85,302,196,191,0,191,5718.54,97275.06,31,0,5718.54,0.0,0.0,0.0,0.0
2025-07-31,1,31,205,145,236,94,20,114,2445.3,94229.85,31,0,2016.3,0.0,0.0,0.0,0.0
2025-07-31,1,32,49,0,16,33,0,33,348.48,13337.28,31,0,0.0,0.0,0.0,348.48,0.0
2025-07-31,2,1,44,147,118,51,22,73,5645.09,310557.28,31,0,3943.83,0.0,0.0,0.0,0.0
2025-07-31,2,2,158,141,145,154,0,154,9055.2,230731.2,31,0,8290.8,764.4,0.0,0.0,0.0
2025-07-31,2,3,166,143,212,97,0,97,3287.33,124410.19,31,0,3287.33,0.0,0.0,0.0,0.0
2025-07-31,2,4,152,159,189,100,22,122,9537.96,324525.18,31,0,7818.0,0.0,0.0,0.0,0.0
2025-07-31,2,5,152,152,196,108,0,108,606.96,21552.7,31,0,606.96,0.0,0.0,0.0,0.0
2025-07-31,2,6,78,171,155,82,12,94,1037.76,49392.96,31,0,905.28,0.0,0.0,0.0,0.0
2025-07-31,2,7,116,148,134,130,0,130,7356.7,233377.16,31,0,7356.7,0.0,0.0,0.0,0.0
2025-07-31,2,8,31,0,3,28,0,28,1303.4,43617.35,31,0,0.0,0.0,0.0,1303.4,0.0
2025-07-31,2,9,112,154,137,129,0,129,1318.38,40706.26,31,0,1318.38,0.0,0.0,0.0,0.0
2025-07-31,2,10,223,0,144,79,0,79,5018.87,335501.93,31,0,0.0,5018.87,0.0,0.0,0.0
2025-07-31,2,11,52,177,109,95,25,120,6411.6,234130.26,31,0,5075.85,0.0,0.0,0.0,0.0
2025-07-31,2,12,137,0,108,22,7,29,1699.69,157719.51,31,0,0.0,1289.42,0.0,0.0,0.0
2025-07-31,2,13,117,162,132,134,13,147,10760.4,299900.4,31,0,9808.8,0.0,0.0,0.0,0.0
2025-07-31,2,14,141,142,171,81,31,112,6721.12,247721.28,31,0,4860.81,0.0,0.0,0.0,0.0
2025-07-31,2,15,82,143,139,86,0,86,3974.06,194682.73,31,0,3974.06,0.0,0.0,0.0,0.0
2025-07-31,2,16,128,0,6,111,11,122,2719.38,86975.58,31,0,0.0,0.0,0.0,2474.19,0.0
2025-07-31,2,17,229,0,74,152,3,155,11466.9,444249.9,31,0,0.0,11244.96,0.0,0.0,0.0
2025-07-31,2,18,238,0,152,86,0,86,4018.78,220659.06,31,0,0.0,4018.78,0.0,0.0,0.0
2025-07-31,2,19,155,157,167,145,0,145,1977.8,50290.68,31,1,1977.8,0.0,0.0,0.0,0.0
2025-07-31,2,20,109,171,207,57,16,73,4270.5,207382.5,31,0,3334.5,0.0,0.0,0.0,0.0
2025-07-31,2,21,61,291,206,132,14,146,3121.48,44662.82,31,3,2822.16,0.0,0.0,0.0,0.0
2025-07-31,2,22,74,145,143,76,0,76,1425.0,69600.0,31,0,1425.0,0.0,0.0,0.0,0.0
2025-07-31,2,23,197,141,137,167,34,201,16086.03,290268.81,31,0,11284.23,2080.78,0.0,0.0,0.0
2025-07-31,2,24,231,0,26,172,33,205,16631.65,561581.86,31,0,0.0,0.0,0.0,13954.36,0.0
2025-07-31,2,25,218,0,141,61,16,77,1008.7,62146.4,31,0,0.0,799.1,0.0,0.0,0.0
2025-07-31,2,26,148,143,131,100,60,160,8900.8,222575.63,31,0,5563.0,0.0,0.0,0.0,0.0
2025-07-31,2,27,163,172,120,194,21,215,16922.65,322238.74,31,0,13538.12,1731.62,0.0,0.0,0.0
2025-07-31,2,28,92,142,144,81,9,90,909.9,42563.1,31,0,818.91,0.0,0.0,0.0,0.0
2025-07-31,2,29,95,144,67,172,0,172,2497.44,77275.44,31,0,2090.88,406.56,0.0,0.0,0.0
2025-07-31,2,30,84,157,172,56,13,69,2065.86,116436.66,31,0,1676.64,0.0,0.0,0.0,0.0
2025-07-31,2,31,187,148,179,136,20,156,3346.2,90604.8,31,0,2917.2,0.0,0.0,0.0,0.0
2025-07-31,2,32,92,0,47,45,0,45,475.2,21521.28,31,0,0.0,0.0,0.0,475.2,0.0
2025-07-31,3,1,101,142,111,110,22,132,10207.56,326255.27,31,0,8506.3,0.0,0.0,0.0,0.0
2025-07-31,3,2,174,145,160,117,42,159,9349.2,253839.6,31,0,6879.6,0.0,0.0,0.0,0.0
2025-07-31,3,3,117,148,155,110,0,110,3727.9,145388.1,31,0,3727.9,0.0,0.0,0.0,0.0
